CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,2,6,1,5,240,0,48,88,0.545,13,36,0.361,10,13,0.769,15,29,50,24,14,11,15,7,119,50.0,119.0,0,0.6428571428571429,19.0,2024-25,2025-01-08,22400514,0,1,0.5714285714285714,0.25,0.38235294117647056,6.333333333333333,0.5960089747928653,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,15,1,5,240,0,35,94,0.372,12,41,0.293,15,24,0.625,13,33,61,23,18,12,14,5,97,61.0,97.0,0,0.4915254237288136,-7.0,2024-25,2025-01-07,22400505,1,0,0.25,0.11764705882352941,0.1891891891891892,5.666666666666667,0.5638014283416659,2.0
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,11,1,5,240,0,38,89,0.427,15,44,0.341,13,19,0.684,11,42,64,26,17,9,17,8,104,64.0,104.0,0,0.5289256198347108,7.0,2024-25,2025-01-07,22400505,0,1,0.5882352941176471,0.47368421052631576,0.5277777777777778,-1.6666666666666667,0.530003383113431,1.0
Washington,Wizards,1610612764,0,1,0,1,0,0,1,7,1,5,240,0,38,89,0.427,11,41,0.268,11,14,0.786,9,37,53,25,18,6,16,4,98,53.0,98.0,0,0.5206611570247934,-12.0,2024-25,2025-01-05,22400489,1,0,0.2777777777777778,0.07142857142857142,0.18181818181818182,-2.0,0.5747947709846106,2.0
OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,1,7,1,5,240,0,37,90,0.411,18,49,0.367,18,20,0.9,11,38,56,26,13,7,12,8,110,56.0,110.0,0,0.5384615384615384,12.0,2024-25,2025-01-05,22400489,0,1,0.2631578947368421,0.11764705882352941,0.19444444444444445,4.333333333333333,0.5951548156272566,2.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,6,1,5,240,0,48,96,0.5,18,41,0.439,18,22,0.818,13,24,43,36,22,10,8,6,132,43.0,132.0,0,0.6614173228346457,12.0,2024-25,2025-01-03,22400472,1,0,0.2631578947368421,0.0625,0.17142857142857143,-0.6666666666666666,0.612388947615487,2.0
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,6,1,5,240,0,45,84,0.536,9,28,0.321,21,27,0.778,14,34,54,28,23,6,21,0,120,54.0,120.0,0,0.6134453781512605,-12.0,2024-25,2025-01-03,22400472,0,1,0.29411764705882354,0.07142857142857142,0.1875,-4.666666666666667,0.5820320124283235,2.0
Miami,Heat,1610612748,1,0,1,0,0,0,3,9,1,5,240,0,44,83,0.53,14,34,0.412,17,21,0.81,5,33,47,34,16,6,13,1,119,47.0,119.0,0,0.624,11.0,2024-25,2025-01-01,22400457,1,0,0.6666666666666666,0.4,0.5483870967741935,1.6666666666666667,0.5763375104427736,3.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,8,1,5,240,0,40,80,0.5,9,34,0.265,19,22,0.864,5,26,39,25,15,4,11,7,108,39.0,108.0,0,0.5855855855855856,-11.0,2024-25,2025-01-01,22400457,0,1,0.2222222222222222,0.0625,0.14705882352941177,-7.333333333333333,0.5776671428029206,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,5,1,5,240,0,42,82,0.512,18,37,0.486,11,14,0.786,6,29,40,30,22,13,16,5,113,40.0,113.0,0,0.5901639344262295,-3.0,2024-25,2024-12-30,22400444,1,0,0.2222222222222222,0.06666666666666667,0.15151515151515152,-9.333333333333334,0.5714483255604813,3.0
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,1,14,1,5,240,0,41,86,0.477,13,37,0.351,21,27,0.778,14,26,54,24,14,11,17,2,116,54.0,116.0,0,0.5752212389380531,3.0,2024-25,2024-12-30,22400444,0,1,0.6470588235294118,0.5333333333333333,0.59375,5.666666666666667,0.546695367934306,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,9,1,5,240,0,43,96,0.448,11,38,0.289,27,29,0.931,12,33,54,30,25,13,17,10,124,54.0,124.0,0,0.5572519083969466,-8.0,2024-25,2024-12-27,22400423,1,0,0.23529411764705882,0.06666666666666667,0.15625,-9.333333333333334,0.5667799942175218,1.0
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,1,10,1,5,240,0,42,89,0.472,17,41,0.415,31,35,0.886,9,33,52,30,19,12,17,7,132,52.0,132.0,0,0.5669291338582677,8.0,2024-25,2024-12-27,22400423,0,1,0.7777777777777778,0.5384615384615384,0.6774193548387096,11.0,0.5837082115335104,1.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,3,10,1,5,240,0,43,99,0.434,12,37,0.324,13,18,0.722,17,27,54,29,16,12,16,2,111,54.0,111.0,0,0.5669291338582677,-17.0,2024-25,2024-12-26,22400416,1,0,0.25,0.06666666666666667,0.16129032258064516,-10.333333333333334,0.5553412846907108,4.0
OPPONENTS, Rockets,1610612745,1,0,0,0,1,0,1,9,1,5,240,0,46,97,0.474,18,47,0.383,18,23,0.783,18,36,63,19,14,7,16,9,128,63.0,128.0,0,0.5701754385964912,17.0,2024-25,2024-12-26,22400416,0,1,0.7857142857142857,0.6666666666666666,0.7,11.333333333333334,0.5605063207764652,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,2,12,1,5,265,0,50,108,0.463,12,40,0.3,17,23,0.739,9,34,55,37,23,16,15,9,129,55.0,129.0,0,0.5761589403973509,-3.0,2024-25,2024-12-22,22400390,1,0,0.26666666666666666,0.06666666666666667,0.16666666666666666,-11.333333333333334,0.5528055847040566,1.0
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,11,1,5,265,0,49,97,0.505,10,33,0.303,24,32,0.75,14,40,65,34,19,10,22,8,132,65.0,132.0,0,0.5971223021582733,3.0,2024-25,2024-12-22,22400390,0,1,0.6363636363636364,0.5333333333333333,0.5769230769230769,0.6666666666666666,0.6296121959575197,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,11,1,5,240,0,34,83,0.41,12,34,0.353,13,19,0.684,16,29,56,23,20,8,19,5,93,56.0,93.0,1,0.5229357798165137,-11.0,2024-25,2024-12-21,22400384,1,0,0.2857142857142857,0.06666666666666667,0.1724137931034483,-15.333333333333334,0.5244952946300857,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,1,8,1,5,240,0,38,87,0.437,15,37,0.405,13,15,0.867,15,27,50,24,18,11,17,3,104,50.0,104.0,0,0.5486725663716814,11.0,2024-25,2024-12-21,22400384,0,1,0.6666666666666666,0.625,0.6428571428571429,15.333333333333334,0.5741649774756857,2.0
Houston,Rockets,1610612745,1,0,1,0,0,0,1,6,1,5,240,0,50,87,0.575,17,39,0.436,16,19,0.842,6,36,48,34,20,7,12,6,133,48.0,133.0,0,0.6614173228346457,20.0,2024-25,2024-12-19,22400365,1,0,0.7857142857142857,0.5833333333333334,0.6666666666666666,2.0,0.5533355548424786,5.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,13,1,5,240,0,41,92,0.446,13,28,0.464,18,25,0.72,11,26,50,25,22,6,12,2,113,50.0,113.0,0,0.559322033898305,-20.0,2024-25,2024-12-19,22400365,0,1,0.3076923076923077,0.06666666666666667,0.17857142857142858,-12.333333333333334,0.5317309870722001,4.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,7,1,5,240,0,41,81,0.506,16,38,0.421,21,24,0.875,7,36,50,33,21,10,17,9,119,50.0,119.0,0,0.5967741935483871,15.0,2024-25,2024-12-15,22401216,1,0,0.6666666666666666,0.26666666666666666,0.4444444444444444,8.333333333333334,0.594539226981115,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,8,1,5,240,0,38,97,0.392,10,33,0.303,18,23,0.783,19,30,57,18,19,11,18,4,104,57.0,104.0,1,0.49122807017543857,-15.0,2024-25,2024-12-15,22401216,0,1,0.3076923076923077,0.07142857142857142,0.18518518518518517,-7.333333333333333,0.5369569757727651,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,4,1,5,240,0,39,83,0.47,14,37,0.378,17,20,0.85,10,33,47,22,22,6,17,4,109,47.0,109.0,0,0.5446428571428571,-2.0,2024-25,2024-12-12,22401207,1,0,0.3076923076923077,0.07692307692307693,0.19230769230769232,-5.666666666666667,0.5574248120300752,4.0
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,7,1,5,240,0,37,92,0.402,10,33,0.303,27,29,0.931,17,33,57,24,19,12,11,2,111,57.0,111.0,0,0.5545454545454546,2.0,2024-25,2024-12-12,22401207,0,1,0.46153846153846156,0.5384615384615384,0.5,24.333333333333332,0.6372049837643813,4.0
San Antonio,Spurs,1610612759,1,0,1,0,0,0,0,13,1,5,240,0,42,93,0.452,12,39,0.308,25,31,0.806,16,39,68,27,18,7,13,11,121,68.0,121.0,0,0.5897435897435898,5.0,2024-25,2024-12-08,22400354,1,0,0.6,0.3333333333333333,0.5,-12.333333333333334,0.5805843987662169,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,6,1,5,240,0,43,99,0.434,13,38,0.342,17,21,0.81,13,30,49,26,21,9,8,8,116,49.0,116.0,0,0.575,-5.0,2024-25,2024-12-08,22400354,0,1,0.3333333333333333,0.07692307692307693,0.2,-4.333333333333333,0.5719556243550051,1.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,5,1,5,240,0,38,79,0.481,11,37,0.297,22,27,0.815,8,27,40,25,20,15,18,6,109,40.0,109.0,0,0.5526315789473685,-10.0,2024-25,2024-12-07,22400342,1,0,0.3333333333333333,0.08333333333333333,0.20833333333333334,-6.666666666666667,0.5578845861036391,2.0
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,2,5,1,5,240,0,45,85,0.529,12,32,0.375,17,21,0.81,10,35,50,27,24,13,20,3,119,50.0,119.0,0,0.5901639344262295,10.0,2024-25,2024-12-07,22400342,0,1,0.8181818181818182,0.75,0.782608695652174,24.666666666666668,0.6284905110571695,2.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,5,1,5,240,0,47,95,0.495,14,36,0.389,18,25,0.72,12,32,49,23,24,13,13,4,126,49.0,126.0,0,0.5882352941176471,2.0,2024-25,2024-12-05,22400330,1,0,0.36363636363636365,0.08333333333333333,0.21739130434782608,-14.333333333333334,0.533094349642922,3.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,0,7,1,5,240,0,43,85,0.506,17,45,0.378,21,26,0.808,10,36,53,32,15,10,17,3,124,53.0,124.0,0,0.6048387096774194,-2.0,2024-25,2024-12-05,22400330,0,1,0.6666666666666666,0.4444444444444444,0.5714285714285714,5.666666666666667,0.5804362034401062,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,8,1,5,240,0,42,92,0.457,20,45,0.444,14,16,0.875,14,46,68,30,14,10,17,9,118,68.0,118.0,0,0.576,33.0,2024-25,2024-12-01,22400308,1,0,0.75,0.5,0.6,6.333333333333333,0.5468821548821549,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,7,1,5,240,0,35,94,0.372,4,27,0.148,11,17,0.647,13,29,49,20,19,14,14,9,85,49.0,85.0,0,0.4782608695652174,-33.0,2024-25,2024-12-01,22400308,0,1,0.3,0.09090909090909091,0.19047619047619047,-23.333333333333332,0.48737727910238426,2.0
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,6,1,5,240,0,47,96,0.49,12,41,0.293,14,17,0.824,14,37,57,36,22,9,16,5,120,57.0,120.0,0,0.6194029850746269,11.0,2024-25,2024-11-29,22400042,1,0,0.75,0.42857142857142855,0.631578947368421,18.666666666666668,0.6231190611826364,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,8,1,5,240,0,38,91,0.418,9,29,0.31,24,30,0.8,14,32,54,16,17,9,15,7,109,54.0,109.0,0,0.5,-11.0,2024-25,2024-11-29,22400042,0,1,0.3,0.1,0.2,-13.666666666666666,0.5346753355005417,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,2,12,1,5,240,0,36,93,0.387,11,35,0.314,10,16,0.625,10,37,59,24,16,12,17,4,93,59.0,93.0,0,0.4838709677419355,-26.0,2024-25,2024-11-27,22400295,1,0,0.3,0.1111111111111111,0.21052631578947367,-11.333333333333334,0.5645898654150717,2.0
OPPONENTS, Raptors,1610612761,1,0,0,0,1,0,1,8,1,5,240,0,47,95,0.495,21,52,0.404,4,12,0.333,12,40,60,38,16,11,16,4,119,60.0,119.0,0,0.6204379562043796,26.0,2024-25,2024-11-27,22400295,0,1,0.5,0.09090909090909091,0.2631578947368421,3.3333333333333335,0.5748730201284946,2.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,2,9,1,5,240,0,43,91,0.473,17,47,0.362,11,16,0.688,7,34,50,30,16,10,15,2,114,50.0,114.0,0,0.5658914728682171,4.0,2024-25,2024-11-25,22400279,1,0,0.75,0.2,0.4444444444444444,1.3333333333333333,0.5915906744040607,1.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,9,1,5,240,0,45,87,0.517,9,33,0.273,11,19,0.579,8,36,53,35,16,9,15,3,110,53.0,110.0,0,0.6201550387596899,-4.0,2024-25,2024-11-25,22400279,0,1,0.3333333333333333,0.1111111111111111,0.2222222222222222,-12.0,0.5911783307132145,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,1,9,1,5,240,0,41,92,0.446,12,39,0.308,14,22,0.636,13,30,52,28,25,10,10,9,108,52.0,108.0,0,0.5897435897435898,-4.0,2024-25,2024-11-22,22400032,1,0,0.3333333333333333,0.125,0.23529411764705882,-24.333333333333332,0.5346101346101347,2.0
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,1,10,1,5,240,0,39,87,0.448,12,37,0.324,22,29,0.759,14,38,62,27,19,5,17,5,112,62.0,112.0,0,0.5641025641025641,4.0,2024-25,2024-11-22,22400032,0,1,0.8333333333333334,0.7777777777777778,0.8,8.0,0.5578159214522851,2.0
Dallas,Mavericks,1610612742,1,0,1,0,0,0,1,12,1,5,240,0,49,94,0.521,14,31,0.452,20,25,0.8,14,34,60,26,15,12,12,7,132,60.0,132.0,0,0.635593220338983,41.0,2024-25,2024-11-19,22400024,1,0,0.6666666666666666,0.3333333333333333,0.5333333333333333,20.0,0.5964545707140873,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,3,1,5,240,0,31,78,0.397,11,32,0.344,18,21,0.857,7,30,40,19,22,9,21,4,91,40.0,91.0,0,0.45045045045045046,-41.0,2024-25,2024-11-19,22400024,0,1,0.375,0.14285714285714285,0.26666666666666666,-13.0,0.5180746784520369,3.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,6,1,5,240,0,35,83,0.422,11,29,0.379,18,23,0.783,18,32,56,24,19,7,17,4,99,56.0,99.0,0,0.5566037735849056,-5.0,2024-25,2024-11-16,22400231,1,0,0.375,0.16666666666666666,0.2857142857142857,-5.333333333333333,0.5345911949685535,1.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,8,1,5,240,0,39,89,0.438,12,40,0.3,14,18,0.778,17,26,51,24,14,10,11,3,104,51.0,104.0,0,0.5887850467289719,5.0,2024-25,2024-11-16,22400231,0,1,1.0,0.42857142857142855,0.6923076923076923,5.0,0.5927666063069698,1.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,2,1,5,240,0,37,87,0.425,11,35,0.314,16,18,0.889,17,39,58,21,13,4,15,5,101,58.0,101.0,0,0.5471698113207547,7.0,2024-25,2024-11-15,22400017,1,0,0.42857142857142855,0.16666666666666666,0.3076923076923077,-4.333333333333333,0.5485101556861532,2.0
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,7,1,5,240,0,37,87,0.425,10,37,0.27,10,11,0.909,5,33,45,26,16,10,8,1,94,45.0,94.0,0,0.5431034482758621,-7.0,2024-25,2024-11-15,22400017,0,1,0.7142857142857143,0.5,0.6363636363636364,2.6666666666666665,0.6244970807666732,5.0
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,2,9,1,5,240,0,39,88,0.443,15,39,0.385,13,16,0.813,5,26,40,20,17,16,7,7,106,40.0,106.0,0,0.5363636363636364,18.0,2024-25,2024-11-13,22400221,1,0,0.8571428571428571,0.8,0.8333333333333334,4.333333333333333,0.5809940337749014,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,12,1,5,240,0,34,86,0.395,9,37,0.243,11,17,0.647,21,37,70,21,15,3,24,4,88,70.0,88.0,0,0.5,-18.0,2024-25,2024-11-13,22400221,0,1,0.3333333333333333,0.16666666666666666,0.25,-15.666666666666666,0.5149297423887588,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,1,5,1,5,240,0,42,94,0.447,10,30,0.333,11,12,0.917,14,31,50,31,15,13,11,4,105,50.0,105.0,0,0.5983606557377049,-2.0,2024-25,2024-11-11,22400214,1,0,0.3333333333333333,0.2,0.2727272727272727,-12.666666666666666,0.5374522649112813,3.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,8,1,5,240,0,36,84,0.429,19,42,0.452,16,19,0.842,14,32,54,24,14,4,17,5,107,54.0,107.0,0,0.5405405405405406,2.0,2024-25,2024-11-11,22400214,0,1,0.6,0.3333333333333333,0.45454545454545453,-2.3333333333333335,0.5248530773764418,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,2,15,1,5,240,0,45,86,0.523,8,32,0.25,17,21,0.81,11,32,58,28,14,9,15,8,115,58.0,115.0,0,0.6186440677966102,27.0,2024-25,2024-11-08,22400186,1,0,1.0,0.14285714285714285,0.4,1.3333333333333333,0.5483199524234315,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,11,1,5,240,0,32,84,0.381,10,31,0.323,14,17,0.824,6,25,42,18,19,10,16,1,88,42.0,88.0,0,0.44642857142857145,-27.0,2024-25,2024-11-08,22400186,0,1,0.4,0.2,0.3,-18.0,0.5192852627063153,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,4,11,1,5,240,0,38,84,0.452,10,35,0.286,14,16,0.875,10,24,45,24,20,5,16,3,100,45.0,100.0,0,0.543859649122807,-18.0,2024-25,2024-11-04,22400164,1,0,0.5,0.25,0.375,-8.666666666666666,0.5732166824164235,1.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,1,11,1,5,240,0,46,84,0.548,10,29,0.345,16,24,0.667,11,27,49,21,15,10,12,5,118,49.0,118.0,0,0.6320754716981132,18.0,2024-25,2024-11-04,22400164,0,1,0.25,0.5,0.375,-3.6666666666666665,0.5471325018654728,2.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,2,8,1,5,240,0,49,101,0.485,12,31,0.387,15,19,0.789,15,31,54,28,15,8,8,4,125,54.0,125.0,0,0.6311475409836066,7.0,2024-25,2024-11-01,22400138,1,0,1.0,0.25,0.5,-8.666666666666666,0.5690536848323734,2.0
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,0,9,1,5,240,0,46,89,0.517,16,38,0.421,10,13,0.769,6,33,48,35,21,3,14,3,118,48.0,118.0,1,0.6136363636363636,-7.0,2024-25,2024-11-01,22400138,0,1,0.5,0.25,0.3333333333333333,-2.6666666666666665,0.6003627003627005,2.0
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,15,1,5,240,0,41,87,0.471,13,38,0.342,9,13,0.692,13,29,57,32,22,5,14,9,104,57.0,104.0,0,0.6083333333333333,15.0,2024-25,2024-10-30,22400126,1,0,0.6666666666666666,1.0,0.8,8.333333333333334,0.5777777777777778,1.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,9,1,5,240,0,33,90,0.367,11,36,0.306,12,20,0.6,18,31,58,24,17,7,15,6,89,58.0,89.0,0,0.5135135135135135,-15.0,2024-25,2024-10-30,22400126,0,1,1.0,0.25,0.4,-18.333333333333332,0.5399577208787735,1.0
Golden State,Warriors,1610612744,1,0,1,0,0,0,1,9,1,5,240,0,46,97,0.474,21,46,0.457,11,13,0.846,11,23,43,34,20,15,8,9,124,43.0,124.0,0,0.625,18.0,2024-25,2024-10-29,22400116,1,0,0.5,1.0,0.75,17.0,0.5842457420924574,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,7,1,5,240,0,40,74,0.541,9,22,0.409,17,24,0.708,9,35,51,23,13,4,24,6,106,51.0,106.0,0,0.5625,-18.0,2024-25,2024-10-29,22400116,0,1,1.0,0.3333333333333333,0.5,-12.666666666666666,0.5471491228070176,2.0
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,0,11,1,5,240,0,43,93,0.462,14,35,0.4,25,32,0.781,22,29,62,25,21,9,16,8,125,62.0,125.0,0,0.6071428571428571,22.0,2024-25,2024-10-27,22400099,1,0,0.3333333333333333,,0.3333333333333333,-5.333333333333333,0.5300645682001615,2.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,2,11,1,5,240,0,38,88,0.432,8,29,0.276,19,24,0.792,15,24,50,24,22,9,17,8,103,50.0,103.0,0,0.543859649122807,-22.0,2024-25,2024-10-27,22400099,0,1,1.0,0.5,0.6666666666666666,-2.6666666666666665,0.5479442882014196,2.0
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,1,11,1,5,240,0,37,90,0.411,13,37,0.351,16,20,0.8,10,38,59,26,22,7,20,11,103,59.0,103.0,0,0.5,-2.0,2024-25,2024-10-25,22400086,1,0,0.0,,0.0,-19.0,0.4915254237288136,2.0
OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,14,1,5,240,0,36,86,0.419,12,32,0.375,21,31,0.677,11,33,58,25,22,12,14,8,105,58.0,105.0,0,0.5350877192982456,2.0,2024-25,2024-10-25,22400086,0,1,1.0,1.0,1.0,7.0,0.5499866077407258,2.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,11,1,5,240,0,45,97,0.464,14,37,0.378,19,21,0.905,7,35,53,29,17,15,12,10,123,53.0,123.0,0,0.5648854961832062,12.0,2024-25,2024-10-23,22400069,1,0,1.0,,1.0,12.0,0.5648854961832062,
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,42,86,0.488,10,34,0.294,17,25,0.68,9,38,53,26,16,4,21,2,111,53.0,111.0,0,0.5483870967741935,-12.0,2024-25,2024-10-23,22400069,0,1,,0.0,0.0,-12.0,0.5483870967741935,
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,3,1,5,240,0,49,98,0.5,24,53,0.453,7,8,0.875,13,34,50,35,14,11,17,5,129,50.0,129.0,0,0.6131386861313869,8.0,2024-25,2025-01-27,22400655,1,0,0.36,0.5,0.425531914893617,-9.666666666666666,0.5434600218139106,2.0
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,6,1,5,240,0,52,100,0.52,6,27,0.222,11,11,1.0,12,30,48,36,11,13,15,5,121,48.0,121.0,0,0.6330935251798561,-8.0,2024-25,2025-01-27,22400655,0,1,0.6363636363636364,0.5833333333333334,0.6086956521739131,-9.333333333333334,0.6167929548374799,2.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,8,1,5,240,0,36,85,0.424,12,38,0.316,13,20,0.65,13,41,62,24,16,6,20,3,97,62.0,97.0,0,0.5172413793103449,-12.0,2024-25,2025-01-25,22400642,1,0,0.3333333333333333,0.5,0.41304347826086957,-8.0,0.5232909860859044,2.0
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,2,9,1,5,240,0,42,92,0.457,13,45,0.289,12,17,0.706,6,34,49,23,15,10,10,4,109,49.0,109.0,0,0.5462184873949579,12.0,2024-25,2025-01-25,22400642,0,1,0.35,0.4166666666666667,0.38636363636363635,-6.666666666666667,0.5784472880061114,1.0
Golden State,Warriors,1610612744,1,0,1,0,0,0,2,13,1,5,240,0,46,102,0.451,25,57,0.439,14,14,1.0,15,37,65,37,21,3,12,6,131,65.0,131.0,0,0.6102941176470589,25.0,2024-25,2025-01-23,22400628,1,0,0.5217391304347826,0.47619047619047616,0.5,-7.0,0.5571093885221176,1.0
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,7,1,5,240,0,34,87,0.391,16,40,0.4,22,27,0.815,10,32,49,22,16,7,13,2,106,49.0,106.0,0,0.5,-25.0,2024-25,2025-01-23,22400628,0,1,0.34782608695652173,0.5,0.4222222222222222,-7.666666666666667,0.5236044657097289,3.0
LA,Clippers,1610612746,0,1,0,1,0,0,1,11,1,5,240,0,37,94,0.394,9,42,0.214,16,17,0.941,10,30,51,24,20,4,10,7,99,51.0,99.0,0,0.5169491525423728,-13.0,2024-25,2025-01-20,22400611,1,0,0.6818181818181818,0.45,0.5714285714285714,10.0,0.582557133404591,1.0
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,14,1,5,240,0,38,94,0.404,15,46,0.326,21,26,0.808,17,37,68,25,17,7,12,6,112,68.0,112.0,0,0.5526315789473685,13.0,2024-25,2025-01-20,22400611,0,1,0.34782608695652173,0.5238095238095238,0.4318181818181818,0.0,0.5655891985341565,1.0
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,8,1,5,240,0,42,89,0.472,9,31,0.29,20,25,0.8,14,36,58,21,19,7,18,6,113,58.0,113.0,0,0.5526315789473685,11.0,2024-25,2025-01-19,22400597,1,0,0.47368421052631576,0.23809523809523808,0.35,-13.333333333333334,0.5281193582246214,1.0
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,7,1,5,240,0,36,81,0.444,8,29,0.276,22,26,0.846,8,28,43,21,19,10,16,7,102,43.0,102.0,0,0.5181818181818182,-11.0,2024-25,2025-01-19,22400597,0,1,0.34782608695652173,0.5,0.4186046511627907,-9.666666666666666,0.549400352435169,2.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,48,95,0.505,14,40,0.35,13,14,0.929,12,33,52,34,18,9,14,3,123,52.0,123.0,0,0.6259541984732825,-2.0,2024-25,2025-01-17,22400584,1,0,0.34782608695652173,0.5263157894736842,0.42857142857142855,-8.0,0.5715448745796912,2.0
OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,4,1,5,240,0,48,96,0.5,13,34,0.382,16,20,0.8,13,31,48,26,13,9,12,2,125,48.0,125.0,0,0.6115702479338843,2.0,2024-25,2025-01-17,22400584,0,1,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.0,0.5979493456994435,2.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,43,93,0.462,18,37,0.486,15,20,0.75,8,37,52,26,18,4,8,4,119,52.0,119.0,0,0.5798319327731093,-5.0,2024-25,2025-01-12,22400541,1,0,0.4,0.5263157894736842,0.46153846153846156,4.0,0.6047650698697559,2.0
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,2,1,5,240,0,47,95,0.495,13,39,0.333,17,21,0.81,11,42,55,33,14,4,8,3,124,55.0,124.0,0,0.64,5.0,2024-25,2025-01-12,22400541,0,1,0.45454545454545453,0.5882352941176471,0.5128205128205128,9.0,0.5866905615292712,2.0
