CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
OPPONENTS, Spurs,1610612759,1,0,0,0,1,0,1,9,1,5,240,0,48,90,0.533,13,35,0.371,17,20,0.85,12,29,50,30,15,16,11,5,126,50.0,126.0,0,0.6554621848739496,24.0,2024-25,2025-01-13,22400552,0,1,0.6,0.3888888888888889,0.5,1.3333333333333333,0.5803353171507329,5.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,1,2,1,5,240,0,43,94,0.457,15,43,0.349,13,14,0.929,15,28,45,30,17,8,13,3,114,45.0,114.0,0,0.5983606557377049,8.0,2024-25,2025-01-02,22400468,1,0,0.6875,0.47058823529411764,0.5757575757575758,2.0,0.6103171267105693,2.0
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,0,9,1,5,240,0,40,80,0.5,9,26,0.346,17,21,0.81,8,34,51,24,15,6,18,4,106,51.0,106.0,0,0.5614035087719298,-8.0,2024-25,2025-01-02,22400468,0,1,0.5714285714285714,0.17647058823529413,0.3548387096774194,-8.666666666666666,0.5670548921322914,3.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,9,1,5,240,0,46,77,0.597,14,26,0.538,26,33,0.788,4,29,42,33,13,4,11,3,132,42.0,132.0,0,0.6752136752136753,10.0,2024-25,2024-12-28,22400435,1,0,0.7142857142857143,0.47058823529411764,0.5806451612903226,3.0,0.6193530757425281,3.0
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,9,1,5,240,0,50,98,0.51,11,40,0.275,11,15,0.733,13,26,48,38,26,7,10,2,122,48.0,122.0,1,0.6616541353383458,-10.0,2024-25,2024-12-28,22400435,0,1,0.3333333333333333,0.5,0.40625,-12.666666666666666,0.5693168105448807,2.0
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,2,7,1,5,240,0,40,74,0.541,14,30,0.467,20,25,0.8,6,32,45,28,10,8,20,3,114,45.0,114.0,0,0.5862068965517241,-3.0,2024-25,2024-12-23,22400404,1,0,0.6923076923076923,0.4375,0.5517241379310345,4.666666666666667,0.5585045315180247,2.0
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,0,2,1,5,240,0,47,92,0.511,11,30,0.367,12,12,1.0,10,27,39,24,20,12,12,5,117,39.0,117.0,0,0.6016949152542372,3.0,2024-25,2024-12-23,22400404,0,1,0.38461538461538464,0.47058823529411764,0.43333333333333335,1.3333333333333333,0.6048671397730926,2.0
Sacramento,Kings,1610612758,0,1,0,1,0,0,1,4,1,5,240,0,39,90,0.433,10,37,0.27,11,14,0.786,11,35,50,25,20,10,14,1,99,50.0,99.0,0,0.5423728813559322,-4.0,2024-25,2024-12-21,22400376,1,0,0.375,0.5384615384615384,0.4482758620689655,-6.0,0.5545353978327784,2.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,1,6,1,5,240,0,40,83,0.482,9,35,0.257,14,21,0.667,9,39,54,23,14,10,14,6,103,54.0,103.0,0,0.5675675675675675,4.0,2024-25,2024-12-21,22400376,0,1,0.75,0.4375,0.5714285714285714,7.666666666666667,0.5382434756053032,2.0
Sacramento,Kings,1610612758,0,1,0,1,0,0,1,7,1,5,240,0,37,82,0.451,11,29,0.379,15,22,0.682,4,39,50,27,20,7,16,6,100,50.0,100.0,0,0.5289256198347108,-13.0,2024-25,2024-12-19,22400372,1,0,0.4,0.5384615384615384,0.4642857142857143,-4.0,0.5585929222292859,3.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,3,10,1,5,240,0,38,94,0.404,12,33,0.364,25,30,0.833,14,39,63,22,16,8,13,10,113,63.0,113.0,0,0.5217391304347826,13.0,2024-25,2024-12-19,22400372,0,1,0.75,0.4,0.5555555555555556,3.0,0.5005694379312655,4.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,2,7,1,5,240,0,39,82,0.476,10,34,0.294,28,39,0.718,10,34,51,23,27,10,23,7,116,51.0,116.0,0,0.5254237288135594,6.0,2024-25,2024-12-15,22401220,1,0,0.75,0.35714285714285715,0.5384615384615384,1.6666666666666667,0.5158455836421938,2.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,17,1,5,240,0,38,97,0.392,9,28,0.321,25,30,0.833,17,33,67,25,31,10,21,3,110,67.0,110.0,1,0.5,-6.0,2024-25,2024-12-15,22401220,0,1,0.8,0.45454545454545453,0.6538461538461539,12.666666666666666,0.5855816010614773,2.0
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,1,8,1,5,240,0,35,87,0.402,9,32,0.281,18,24,0.75,11,37,56,18,14,12,14,5,97,56.0,97.0,0,0.49074074074074076,10.0,2024-25,2024-12-13,22401210,1,0,0.6666666666666666,0.4166666666666667,0.5416666666666666,6.333333333333333,0.5211560044893379,5.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,8,1,5,240,0,33,86,0.384,10,35,0.286,11,17,0.647,15,38,61,17,21,7,22,6,87,61.0,87.0,0,0.45454545454545453,-10.0,2024-25,2024-12-13,22401210,0,1,0.7272727272727273,0.35714285714285715,0.52,-1.0,0.5392859009880286,5.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,6,1,5,240,0,38,83,0.458,13,34,0.382,18,21,0.857,8,32,46,25,20,14,11,7,107,46.0,107.0,0,0.5675675675675675,9.0,2024-25,2024-12-08,22400358,1,0,0.7272727272727273,0.38461538461538464,0.5416666666666666,-11.333333333333334,0.5742114274389788,2.0
OPPONENTS, Trail Blazers,1610612757,0,1,0,0,0,1,1,4,1,5,240,0,35,84,0.417,9,36,0.25,19,21,0.905,12,37,53,17,19,4,18,3,98,53.0,98.0,1,0.48598130841121495,-9.0,2024-25,2024-12-08,22400358,0,1,0.5555555555555556,0.23076923076923078,0.36363636363636365,-12.333333333333334,0.568099760253815,5.0
Miami,Heat,1610612748,1,0,1,0,0,0,1,4,1,5,240,0,52,90,0.578,24,47,0.511,6,9,0.667,13,39,56,42,16,11,16,5,134,56.0,134.0,0,0.6962962962962963,41.0,2024-25,2024-12-04,22400321,1,0,0.5555555555555556,0.4,0.5,6.333333333333333,0.5842726784755771,2.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,0,5,1,5,240,0,37,88,0.42,5,22,0.227,14,19,0.737,12,24,41,29,8,9,13,4,93,41.0,93.0,0,0.559322033898305,-41.0,2024-25,2024-12-04,22400321,0,1,0.7,0.4166666666666667,0.5454545454545454,-23.0,0.5359546859706757,2.0
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,4,1,5,240,0,41,81,0.506,15,35,0.429,12,15,0.8,7,36,47,31,17,11,15,2,109,47.0,109.0,0,0.6,29.0,2024-25,2024-12-02,22400318,1,0,0.6363636363636364,0.3333333333333333,0.5,6.333333333333333,0.5439257439257439,3.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,8,1,5,240,0,32,79,0.405,6,31,0.194,10,14,0.714,9,30,47,19,16,8,21,2,80,47.0,80.0,0,0.4636363636363636,-29.0,2024-25,2024-12-02,22400318,0,1,0.7,0.45454545454545453,0.5714285714285714,-12.0,0.5301993662600256,1.0
Utah,Jazz,1610612762,0,1,0,1,0,0,0,6,1,5,240,0,40,79,0.506,14,40,0.35,10,16,0.625,8,36,50,27,19,4,15,4,104,50.0,104.0,0,0.5929203539823009,-1.0,2024-25,2024-12-01,22400311,1,0,0.18181818181818182,0.2222222222222222,0.2,-10.666666666666666,0.5456429881208643,1.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,7,1,5,240,0,39,88,0.443,7,33,0.212,20,25,0.8,10,32,49,23,18,7,5,4,105,49.0,105.0,0,0.5849056603773585,1.0,2024-25,2024-12-01,22400311,0,1,0.7,0.5,0.6,3.6666666666666665,0.5897460526359805,2.0
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,3,1,5,240,0,33,73,0.452,11,38,0.289,16,21,0.762,8,39,50,25,18,4,17,6,93,50.0,93.0,0,0.5420560747663551,-8.0,2024-25,2024-11-29,22400048,1,0,0.7,0.4444444444444444,0.5789473684210527,-5.666666666666667,0.5744876441043971,2.0
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,1,7,1,5,240,0,38,93,0.409,13,40,0.325,12,16,0.75,15,32,54,20,17,12,10,3,101,54.0,101.0,0,0.5370370370370371,8.0,2024-25,2024-11-29,22400048,0,1,0.8,0.7777777777777778,0.7894736842105263,11.0,0.5788867964009207,2.0
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,4,1,5,240,0,36,85,0.424,14,40,0.35,15,16,0.938,11,27,42,26,13,7,15,4,101,42.0,101.0,0,0.5391304347826087,-18.0,2024-25,2024-11-27,22400296,1,0,0.6666666666666666,0.2857142857142857,0.5263157894736842,1.6666666666666667,0.5839499110094076,1.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,4,1,5,240,0,48,90,0.533,13,34,0.382,10,10,1.0,11,35,50,31,15,8,13,3,119,50.0,119.0,0,0.6422764227642277,18.0,2024-25,2024-11-27,22400296,0,1,0.7777777777777778,0.4444444444444444,0.6111111111111112,-11.333333333333334,0.571221640687655,1.0
Phoenix,Suns,1610612756,1,0,1,0,0,0,0,8,1,5,240,0,51,99,0.515,17,42,0.405,8,10,0.8,8,38,54,31,18,9,9,3,127,54.0,127.0,0,0.6259541984732825,27.0,2024-25,2024-11-26,22400039,1,0,0.6666666666666666,0.5,0.5882352941176471,0.3333333333333333,0.5991275899672845,6.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,0,9,1,5,240,0,37,85,0.435,8,34,0.235,18,25,0.72,7,35,51,25,11,7,12,6,100,51.0,100.0,0,0.5391304347826087,-27.0,2024-25,2024-11-26,22400039,0,1,0.7777777777777778,0.375,0.5882352941176471,-17.666666666666668,0.5559062581760319,3.0
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,12,1,5,240,0,44,87,0.506,13,31,0.419,17,26,0.654,9,27,48,21,15,4,10,6,118,48.0,118.0,0,0.5963302752293578,-1.0,2024-25,2024-11-21,22400263,1,0,0.875,0.42857142857142855,0.6666666666666666,3.3333333333333335,0.6055647564422503,2.0
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,1,7,1,5,240,0,43,91,0.473,15,40,0.375,18,21,0.857,15,33,55,31,25,8,17,5,119,55.0,119.0,0,0.5967741935483871,1.0,2024-25,2024-11-21,22400263,0,1,1.0,0.3,0.5882352941176471,0.0,0.5743141392824841,1.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,7,1,5,240,0,42,76,0.553,14,31,0.452,26,36,0.722,6,28,41,30,16,9,14,5,124,41.0,124.0,0,0.631578947368421,6.0,2024-25,2024-11-19,22400026,1,0,1.0,0.42857142857142855,0.7142857142857143,5.333333333333333,0.6090672003116665,3.0
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,2,9,1,5,240,0,45,90,0.5,12,36,0.333,16,19,0.842,11,31,51,28,24,9,16,0,118,51.0,118.0,0,0.5934959349593496,-6.0,2024-25,2024-11-19,22400026,0,1,0.16666666666666666,0.25,0.21428571428571427,-7.0,0.5677004640621627,2.0
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,7,1,5,240,0,43,88,0.489,17,45,0.378,12,16,0.75,11,29,47,32,19,6,13,5,115,47.0,115.0,0,0.6147540983606558,-5.0,2024-25,2024-11-15,22400015,1,0,0.625,0.2,0.46153846153846156,8.0,0.6195147450935212,2.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,2,10,1,5,240,0,44,88,0.5,14,31,0.452,18,23,0.783,10,31,51,27,11,10,12,3,120,51.0,120.0,0,0.6068376068376068,5.0,2024-25,2024-11-15,22400015,0,1,1.0,0.3333333333333333,0.6666666666666666,10.0,0.6187271462862013,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,13,1,5,240,0,43,85,0.506,20,41,0.488,22,32,0.688,7,35,55,31,22,7,18,5,128,55.0,128.0,0,0.5826771653543307,5.0,2024-25,2024-11-13,22400225,1,0,1.0,0.2,0.6363636363636364,11.666666666666666,0.6147950514450157,3.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,9,1,5,240,0,42,89,0.472,12,33,0.364,27,33,0.818,12,29,50,28,25,11,14,6,123,50.0,123.0,1,0.5882352941176471,-5.0,2024-25,2024-11-13,22400225,0,1,0.6666666666666666,0.4,0.5454545454545454,12.0,0.5860296874655374,5.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,9,1,5,240,0,44,86,0.512,12,37,0.324,23,28,0.821,10,23,42,30,15,9,5,4,123,42.0,123.0,0,0.6666666666666666,20.0,2024-25,2024-11-10,22400211,1,0,1.0,0.2,0.6,4.333333333333333,0.6013602901122161,2.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,2,13,1,5,240,0,37,82,0.451,10,29,0.345,19,22,0.864,12,28,53,26,23,2,18,2,103,53.0,103.0,0,0.5526315789473685,-20.0,2024-25,2024-11-10,22400211,0,1,0.4,0.0,0.18181818181818182,-12.333333333333334,0.5628166696278152,1.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,2,9,1,5,240,0,44,85,0.518,16,35,0.457,12,14,0.857,5,40,54,28,17,1,13,13,116,54.0,116.0,0,0.5950413223140496,10.0,2024-25,2024-11-08,22400195,1,0,1.0,0.2,0.5555555555555556,-6.333333333333333,0.5612108970216466,2.0
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,3,10,1,5,240,0,39,96,0.406,13,39,0.333,15,23,0.652,13,31,54,28,14,6,8,4,106,54.0,106.0,0,0.5630252100840336,-10.0,2024-25,2024-11-08,22400195,0,1,0.0,0.2,0.125,-8.0,0.5665966386554622,2.0
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,11,1,5,240,0,48,93,0.516,17,34,0.5,18,23,0.783,12,38,61,28,17,5,18,6,131,61.0,131.0,0,0.5984251968503937,17.0,2024-25,2024-11-06,22400174,1,0,0.6,0.5,0.5555555555555556,10.666666666666666,0.612342210425541,2.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,0,8,1,5,240,0,41,93,0.441,15,48,0.313,17,21,0.81,9,28,45,23,18,10,11,1,114,45.0,114.0,0,0.5423728813559322,-17.0,2024-25,2024-11-06,22400174,0,1,1.0,0.2,0.5,-7.666666666666667,0.5634287613350425,2.0
Detroit,Pistons,1610612765,1,0,1,0,0,0,0,7,1,5,240,0,45,96,0.469,8,34,0.235,17,22,0.773,17,38,62,22,25,6,12,5,115,62.0,115.0,0,0.5929203539823009,12.0,2024-25,2024-11-04,22400156,1,0,0.25,0.5,0.375,-1.3333333333333333,0.5567044454794804,1.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,0,12,1,5,240,0,37,85,0.435,9,25,0.36,20,27,0.741,7,30,49,28,16,8,13,1,103,49.0,103.0,0,0.5462184873949579,-12.0,2024-25,2024-11-04,22400156,0,1,1.0,0.25,0.5714285714285714,-10.0,0.555152420766106,3.0
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,11,1,5,240,0,52,107,0.486,10,35,0.286,11,13,0.846,15,29,55,35,29,4,11,6,125,55.0,125.0,0,0.6304347826086957,-6.0,2024-25,2024-11-01,22400137,1,0,0.25,0.0,0.16666666666666666,-4.333333333333333,0.6337465387233424,2.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,10,1,5,240,0,42,88,0.477,11,32,0.344,36,41,0.878,9,34,53,29,17,6,10,5,131,53.0,131.0,0,0.6016949152542372,6.0,2024-25,2024-11-01,22400137,0,1,1.0,0.3333333333333333,0.6666666666666666,-7.333333333333333,0.5508573694122311,2.0
Phoenix,Suns,1610612756,1,0,1,0,0,0,1,7,1,5,240,0,40,87,0.46,11,36,0.306,18,20,0.9,9,37,53,21,22,7,11,11,109,53.0,109.0,0,0.5545454545454546,4.0,2024-25,2024-10-28,22400111,1,0,1.0,0.5,0.75,3.0,0.5716936809960066,2.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,1,10,1,5,240,0,39,94,0.415,14,32,0.438,13,18,0.722,11,35,56,25,19,5,12,6,105,56.0,105.0,0,0.5333333333333333,-4.0,2024-25,2024-10-28,22400111,0,1,1.0,0.0,0.75,2.3333333333333335,0.5945001858045337,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,10,1,5,240,0,48,92,0.522,14,34,0.412,21,24,0.875,13,32,55,32,19,8,19,3,131,55.0,131.0,0,0.6153846153846154,4.0,2024-25,2024-10-26,22400096,1,0,1.0,,1.0,6.0,0.6124410624610066,1.0
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,0,6,1,5,240,0,45,88,0.511,15,44,0.341,22,25,0.88,5,27,38,32,19,12,14,5,127,38.0,127.0,0,0.5968992248062015,-4.0,2024-25,2024-10-26,22400096,0,1,0.0,0.0,0.0,-3.0,0.5715977605512489,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,1,10,1,5,240,0,40,75,0.533,14,27,0.519,29,39,0.744,6,31,47,33,18,10,13,5,123,47.0,123.0,0,0.6347826086956522,7.0,2024-25,2024-10-25,22400085,1,0,1.0,,1.0,7.0,0.6109692859992022,3.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,1,6,1,5,240,0,42,82,0.512,17,37,0.459,15,17,0.882,5,29,40,35,26,8,17,4,116,40.0,116.0,0,0.5968992248062015,-7.0,2024-25,2024-10-25,22400085,0,1,,0.5,0.5,-2.0,0.5587801909154975,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,10,1,5,240,0,42,95,0.442,5,30,0.167,21,25,0.84,15,31,56,22,22,7,7,8,110,56.0,110.0,0,0.5871559633027523,7.0,2024-25,2024-10-22,22400062,1,0,1.0,,1.0,7.0,0.5871559633027523,
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,11,1,5,240,0,35,85,0.412,13,41,0.317,20,27,0.741,12,35,58,17,22,4,16,1,103,58.0,103.0,0,0.49056603773584906,-7.0,2024-25,2024-10-22,22400062,0,1,,0.0,0.0,-7.0,0.49056603773584906,
Miami,Heat,1610612748,1,0,1,0,0,0,2,12,1,5,290,0,48,92,0.522,15,41,0.366,14,21,0.667,5,38,55,34,21,9,18,2,125,55.0,125.0,0,0.5899280575539568,6.0,2024-25,2025-01-27,22400652,1,0,0.5714285714285714,0.43478260869565216,0.5111111111111111,-4.666666666666667,0.5402276501259383,2.0
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,1,12,1,5,290,0,45,98,0.459,14,39,0.359,15,25,0.6,12,35,59,32,19,9,15,4,119,59.0,119.0,0,0.5789473684210527,-6.0,2024-25,2025-01-27,22400652,0,1,0.625,0.375,0.5,-6.666666666666667,0.5194204570833024,2.0
Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,6,1,5,240,0,30,80,0.375,14,40,0.35,23,26,0.885,8,27,41,23,21,11,15,5,97,41.0,97.0,0,0.4818181818181818,-9.0,2024-25,2025-01-25,22400636,1,0,0.25,0.34615384615384615,0.30434782608695654,-12.333333333333334,0.4814685314685314,3.0
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,0,6,1,5,240,0,35,79,0.443,13,28,0.464,23,24,0.958,12,39,57,22,23,9,22,6,106,57.0,106.0,0,0.5135135135135135,9.0,2024-25,2025-01-25,22400636,0,1,0.55,0.43478260869565216,0.5,-9.666666666666666,0.5344681551578103,2.0
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,9,1,5,240,0,46,98,0.469,18,40,0.45,15,20,0.75,11,44,64,32,14,5,7,6,125,64.0,125.0,0,0.6190476190476191,29.0,2024-25,2025-01-23,22400624,1,0,0.6956521739130435,0.4444444444444444,0.5952380952380952,20.333333333333332,0.6202817207326615,4.0
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,6,1,5,240,0,34,92,0.37,12,51,0.235,16,21,0.762,13,37,56,26,18,3,11,3,96,56.0,96.0,0,0.5172413793103449,-29.0,2024-25,2025-01-23,22400624,0,1,0.55,0.4090909090909091,0.4883720930232558,-5.666666666666667,0.582935226880696,2.0
Miami,Heat,1610612748,0,1,0,1,0,0,2,4,1,5,240,0,41,93,0.441,14,42,0.333,11,12,0.917,12,33,49,26,14,2,10,3,107,49.0,107.0,0,0.5726495726495726,-9.0,2024-25,2025-01-21,22400607,1,0,0.55,0.42857142857142855,0.5,-2.6666666666666665,0.6137734662975729,2.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,2,9,1,5,240,0,43,87,0.494,15,43,0.349,15,23,0.652,11,36,56,25,13,3,8,5,116,56.0,116.0,0,0.6238532110091743,9.0,2024-25,2025-01-21,22400607,0,1,0.47368421052631576,0.2727272727272727,0.36585365853658536,-0.6666666666666666,0.5708282633188476,2.0
Miami,Heat,1610612748,1,0,1,0,0,0,0,2,1,5,240,0,50,95,0.526,18,33,0.545,10,10,1.0,12,37,51,35,12,8,11,6,128,51.0,128.0,0,0.6589147286821705,21.0,2024-25,2025-01-19,22400592,1,0,0.5789473684210527,0.42857142857142855,0.5121951219512195,-2.6666666666666665,0.6083975217911937,2.0
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,1,6,1,5,240,0,41,91,0.451,15,40,0.375,10,16,0.625,13,31,50,28,9,4,15,5,107,50.0,107.0,0,0.5702479338842975,-21.0,2024-25,2025-01-19,22400592,0,1,0.5454545454545454,0.3684210526315789,0.4634146341463415,-21.0,0.5614594562223021,2.0
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,1,13,1,5,240,0,36,95,0.379,13,45,0.289,13,19,0.684,16,35,64,24,15,6,17,6,98,64.0,98.0,0,0.5,-21.0,2024-25,2025-01-11,22400536,1,0,0.5333333333333333,0.23809523809523808,0.3611111111111111,-2.6666666666666665,0.5619868637110016,2.0
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,1,10,1,5,240,0,44,92,0.478,19,44,0.432,12,16,0.75,8,35,53,31,16,13,11,5,119,53.0,119.0,0,0.5952380952380952,21.0,2024-25,2025-01-11,22400536,0,1,0.5882352941176471,0.47368421052631576,0.5405405405405406,14.0,0.575166844576358,2.0
Utah,Jazz,1610612762,0,1,0,1,0,0,1,4,1,5,240,0,33,83,0.398,11,36,0.306,15,17,0.882,11,38,53,20,15,9,17,7,92,53.0,92.0,0,0.48623853211009177,-5.0,2024-25,2025-01-09,22400523,1,0,0.125,0.3157894736842105,0.22857142857142856,1.6666666666666667,0.5138018439415407,2.0
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,0,9,1,5,240,0,36,91,0.396,14,50,0.28,11,15,0.733,13,36,58,26,12,10,14,7,97,58.0,97.0,0,0.5254237288135594,5.0,2024-25,2025-01-09,22400523,0,1,0.5882352941176471,0.4444444444444444,0.5277777777777778,5.333333333333333,0.552464740478905,2.0
Sacramento,Kings,1610612758,1,0,1,0,0,0,0,11,1,5,290,0,45,108,0.417,13,38,0.342,20,26,0.769,18,42,71,30,20,7,15,8,123,71.0,123.0,0,0.5555555555555556,5.0,2024-25,2025-01-06,22400501,1,0,0.45454545454545453,0.5333333333333333,0.4864864864864865,13.333333333333334,0.59559313068301,1.0
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,10,1,5,290,0,43,102,0.422,11,42,0.262,21,27,0.778,12,41,63,25,19,14,14,6,118,63.0,118.0,0,0.5271317829457365,-5.0,2024-25,2025-01-06,22400501,0,1,0.5882352941176471,0.375,0.5,-18.0,0.5635125266823953,2.0
Miami,Heat,1610612748,0,1,0,1,0,0,0,10,1,5,240,0,35,80,0.438,9,35,0.257,21,30,0.7,5,27,42,25,14,9,15,7,100,42.0,100.0,0,0.5217391304347826,-36.0,2024-25,2025-01-04,22400481,1,0,0.5882352941176471,0.4,0.5151515151515151,-12.666666666666666,0.5958019323671498,2.0
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,6,1,5,240,0,52,100,0.52,19,46,0.413,13,16,0.813,16,41,63,31,21,11,14,4,136,63.0,136.0,0,0.6434108527131783,36.0,2024-25,2025-01-04,22400481,0,1,0.14285714285714285,0.2777777777777778,0.21875,3.0,0.5789911425610634,3.0
Miami,Heat,1610612748,0,1,0,1,0,0,2,5,1,5,240,0,43,75,0.573,11,26,0.423,18,21,0.857,5,34,44,34,13,6,16,6,115,44.0,115.0,0,0.6416666666666667,-13.0,2024-25,2025-01-02,22400463,1,0,0.625,0.4,0.53125,0.6666666666666666,0.606015873015873,1.0
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,2,4,1,5,240,0,51,96,0.531,17,40,0.425,9,16,0.563,13,26,43,35,16,9,8,4,128,43.0,128.0,0,0.6825396825396826,13.0,2024-25,2025-01-02,22400463,0,1,0.5714285714285714,0.42857142857142855,0.4857142857142857,4.666666666666667,0.6207751322751324,2.0
Orlando,Magic,1610612753,0,1,0,1,0,0,2,9,1,5,240,0,34,77,0.442,5,29,0.172,15,18,0.833,9,33,51,14,15,12,23,6,88,51.0,88.0,0,0.45714285714285713,-1.0,2024-25,2024-12-26,22400411,1,0,0.8,0.4117647058823529,0.59375,3.3333333333333335,0.520418532670474,3.0
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,1,7,1,5,240,0,31,76,0.408,15,30,0.5,12,14,0.857,7,28,42,21,20,14,21,6,89,42.0,89.0,0,0.46846846846846846,1.0,2024-25,2024-12-26,22400411,0,1,0.6428571428571429,0.38461538461538464,0.5357142857142857,3.0,0.5204295204295204,3.0
Miami,Heat,1610612748,1,0,1,0,0,0,1,3,1,5,240,0,36,73,0.493,17,41,0.415,21,24,0.875,5,39,47,27,17,6,16,3,110,47.0,110.0,0,0.5675675675675675,15.0,2024-25,2024-12-23,22400396,1,0,0.6428571428571429,0.3333333333333333,0.5185185185185185,0.3333333333333333,0.5265922048530745,2.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,1,6,1,5,240,0,33,84,0.393,13,34,0.382,16,20,0.8,11,31,48,23,18,9,15,2,95,48.0,95.0,0,0.5045045045045045,-15.0,2024-25,2024-12-23,22400396,0,1,0.38461538461538464,0.375,0.3793103448275862,-6.333333333333333,0.5056337329064601,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,0,5,1,5,240,0,43,87,0.494,11,37,0.297,24,27,0.889,10,31,46,24,23,5,13,9,121,46.0,121.0,0,0.5877192982456141,7.0,2024-25,2024-12-21,22400377,1,0,0.8461538461538461,0.4117647058823529,0.6,-2.6666666666666665,0.5468106266692768,2.0
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,11,1,5,240,0,36,75,0.48,9,32,0.281,33,42,0.786,7,31,49,16,25,7,15,2,114,49.0,114.0,0,0.5252525252525253,-7.0,2024-25,2024-12-21,22400377,0,1,0.6153846153846154,0.3333333333333333,0.5,-5.0,0.5253729404759154,1.0
