HOME_LAST_GAME_OE,HOME_LAST_GAME_HOME_WIN_PCTG,HOME_NUM_REST_DAYS,HOME_LAST_GAME_AWAY_WIN_PCTG,HOME_LAST_GAME_TOTAL_WIN_PCTG,HOME_LAST_GAME_ROLLING_SCORING_MARGIN,HOME_LAST_GAME_ROLLING_OE,HOME_W,HOME_TEAM_ID,GAME_ID,SEASON,AWAY_LAST_GAME_OE,AWAY_LAST_GAME_HOME_WIN_PCTG,AWAY_NUM_REST_DAYS,AWAY_LAST_GAME_AWAY_WIN_PCTG,AWAY_LAST_GAME_TOTAL_WIN_PCTG,AWAY_LAST_GAME_ROLLING_SCORING_MARGIN,AWAY_LAST_GAME_ROLLING_OE,AWAY_TEAM_ID
0.4915254237288136,0.5238095238095238,1.0,0.4583333333333333,0.4782608695652174,-11.333333333333334,0.5178179257957835,0,1610612737,22400532,2024-25,0.5982905982905983,0.6818181818181818,1.0,0.7272727272727273,0.6888888888888889,2.333333333333333,0.6084428440360644,1610612745
0.6946564885496184,0.5238095238095238,2.0,0.5416666666666666,0.5333333333333333,9.333333333333334,0.5980018870977623,1,1610612750,22400656,2024-25,0.4765625,0.5238095238095238,2.0,0.4782608695652174,0.4888888888888889,-12.0,0.5219551205108508,1610612737
0.5853658536585366,0.55,2.0,0.4782608695652174,0.5,-7.333333333333333,0.5441354366028047,0,1610612737,22400639,2024-25,0.6220472440944882,0.4347826086956521,2.0,0.0952380952380952,0.2727272727272727,0.3333333333333333,0.615842157121275,1610612761
0.5039370078740157,0.5789473684210527,1.0,0.4782608695652174,0.5116279069767442,-5.0,0.5383468187166259,0,1610612737,22400623,2024-25,0.6238532110091743,0.4347826086956521,2.0,0.05,0.2558139534883721,3.6666666666666665,0.6270723107291233,1610612761
0.5431034482758621,0.6111111111111112,2.0,0.4782608695652174,0.5238095238095238,3.6666666666666665,0.5543678160919541,0,1610612737,22400612,2024-25,0.5294117647058824,0.4761904761904761,2.0,0.5454545454545454,0.5116279069767442,-1.3333333333333333,0.5403123961448987,1610612765
0.5242718446601942,0.6190476190476191,3.0,0.6363636363636364,0.627906976744186,-5.333333333333333,0.5822324913169373,1,1610612752,22400602,2024-25,0.568,0.6111111111111112,2.0,0.5,0.5365853658536586,8.333333333333334,0.563391812865497,1610612737
0.6442307692307693,0.6818181818181818,1.0,0.7368421052631579,0.7073170731707317,5.0,0.5841893066469338,0,1610612738,22400587,2024-25,0.552,0.6111111111111112,3.0,0.4761904761904761,0.525,4.333333333333333,0.5779152288434585,1610612737
0.5846153846153846,0.3809523809523809,1.0,0.5263157894736842,0.45,7.333333333333333,0.6103713280183868,0,1610612741,22400563,2024-25,0.5701754385964912,0.6111111111111112,1.0,0.45,0.5128205128205128,0.0,0.6025666283345527,1610612737
0.6115702479338843,0.5882352941176471,5.0,0.45,0.5,-10.333333333333334,0.5829342139652962,1,1610612737,22400556,2024-25,0.5983606557377049,0.6190476190476191,2.0,0.3529411764705882,0.5,7.666666666666667,0.633707477969773,1610612756
0.5409836065573771,0.5555555555555556,2.0,0.3529411764705882,0.4571428571428571,-6.333333333333333,0.5768320960776894,1,1610612756,22400522,2024-25,0.6259541984732825,0.5882352941176471,2.0,0.4736842105263157,0.5135135135135135,-13.333333333333334,0.5585646441411809,1610612737
