CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
OPPONENTS, Cavaliers,1610612739,1,0,0,0,1,0,1,4,1,5,240,0,42,92,0.457,11,29,0.379,8,10,0.8,12,34,50,28,16,8,11,7,103,50.0,103.0,0,0.5882352941176471,9.0,2020-21,2021-03-24,22000671,0,1,0.4782608695652174,0.2857142857142857,0.38636363636363635,2.0,0.5539387129616443,2.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,5,1,5,240,0,37,83,0.446,8,28,0.286,12,14,0.857,10,35,50,21,12,6,15,4,94,50.0,94.0,0,0.5321100917431193,-9.0,2020-21,2021-03-24,22000671,1,0,0.36,0.5555555555555556,0.4418604651162791,-6.666666666666667,0.526276303216126,2.0
Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,0,7,1,5,240,0,38,86,0.442,12,38,0.316,20,26,0.769,6,31,44,24,25,6,12,2,108,44.0,108.0,0,0.5344827586206896,-20.0,2020-21,2021-03-24,22000673,1,0,0.23809523809523808,0.21739130434782608,0.22727272727272727,-13.666666666666666,0.524339326063464,2.0
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,14,1,5,240,0,44,83,0.53,11,28,0.393,12,19,0.632,5,36,55,29,18,8,15,9,111,55.0,111.0,0,0.5983606557377049,-5.0,2020-21,2021-03-24,22000667,0,1,0.3684210526315789,0.20833333333333334,0.27906976744186046,-2.0,0.5485334381725607,3.0
Houston,Rockets,1610612745,0,1,0,1,0,0,1,7,1,5,240,0,33,86,0.384,16,49,0.327,15,22,0.682,10,29,46,24,19,6,7,2,97,46.0,97.0,1,0.5327102803738317,-25.0,2020-21,2021-03-24,22000672,1,0,0.2727272727272727,0.2857142857142857,0.27906976744186046,-3.0,0.5557811026322558,2.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,1,3,1,5,240,0,40,90,0.444,11,33,0.333,20,22,0.909,10,37,50,22,15,9,9,3,111,50.0,111.0,0,0.5585585585585585,-1.0,2020-21,2021-03-24,22000670,0,1,0.6521739130434783,0.7,0.6744186046511628,8.666666666666666,0.5951497716203599,1.0
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,0,14,1,5,240,0,48,99,0.485,16,44,0.364,16,22,0.727,14,39,67,27,22,5,10,6,128,67.0,128.0,0,0.6147540983606558,20.0,2020-21,2021-03-24,22000673,0,1,0.55,0.5454545454545454,0.5476190476190477,18.0,0.6197673796052586,3.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,9,1,5,240,0,35,97,0.361,7,35,0.2,11,15,0.733,13,35,57,19,10,9,9,1,88,57.0,88.0,0,0.48214285714285715,-30.0,2020-21,2021-03-24,22000676,0,1,0.7391304347826086,0.5909090909090909,0.6666666666666666,-6.333333333333333,0.5655084604199648,1.0
Utah,Jazz,1610612762,1,0,1,0,0,0,2,4,1,5,240,0,41,91,0.451,23,55,0.418,13,14,0.929,11,45,60,24,15,6,13,6,118,60.0,118.0,0,0.5555555555555556,30.0,2020-21,2021-03-24,22000676,1,0,0.8947368421052632,0.625,0.7441860465116279,19.333333333333332,0.5715197956577267,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,0,5,1,5,240,0,42,90,0.467,13,37,0.351,15,19,0.789,9,40,54,18,18,3,11,5,112,54.0,112.0,0,0.5454545454545454,1.0,2020-21,2021-03-24,22000670,1,0,0.4166666666666667,0.25,0.3409090909090909,-8.666666666666666,0.5383092931141853,1.0
OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,1,10,1,5,240,0,41,80,0.513,18,38,0.474,22,29,0.759,10,40,60,27,20,4,14,3,122,60.0,122.0,0,0.6126126126126126,25.0,2020-21,2021-03-24,22000672,0,1,0.6,0.43478260869565216,0.5116279069767442,0.3333333333333333,0.5555921894568608,2.0
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,0,8,1,5,240,0,49,88,0.557,17,33,0.515,19,30,0.633,5,39,52,23,20,10,8,3,134,52.0,134.0,0,0.631578947368421,33.0,2020-21,2021-03-24,22000675,0,1,0.7142857142857143,0.5833333333333334,0.6444444444444445,23.0,0.6241700480172766,2.0
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,7,1,5,240,0,39,85,0.459,7,22,0.318,16,19,0.842,6,34,47,22,24,6,16,6,101,47.0,101.0,0,0.5213675213675214,-33.0,2020-21,2021-03-24,22000675,1,0,0.45454545454545453,0.631578947368421,0.5365853658536586,-14.333333333333334,0.5374594182733717,2.0
OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,1,6,1,5,240,0,45,94,0.479,19,47,0.404,10,10,1.0,9,29,44,24,15,9,13,6,119,44.0,119.0,0,0.5655737704918032,-2.0,2020-21,2021-03-24,22000669,0,1,0.65,0.3333333333333333,0.4772727272727273,2.6666666666666665,0.5793405144839975,2.0
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,10,1,5,240,0,45,90,0.5,17,37,0.459,14,20,0.7,13,33,56,19,14,8,16,5,121,56.0,121.0,0,0.5714285714285714,2.0,2020-21,2021-03-24,22000669,1,0,0.782608695652174,0.55,0.6744186046511628,12.0,0.5946707572454089,2.0
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,1,4,1,5,240,0,47,99,0.475,11,30,0.367,11,13,0.846,14,42,60,19,10,12,18,10,116,60.0,116.0,0,0.5409836065573771,9.0,2020-21,2021-03-24,22000674,0,1,0.4583333333333333,0.5882352941176471,0.5121951219512195,7.666666666666667,0.5738554926679428,2.0
Toronto,Raptors,1610612761,1,0,1,0,0,0,1,7,1,5,240,0,45,89,0.506,24,48,0.5,21,23,0.913,9,36,52,31,21,3,10,6,135,52.0,135.0,0,0.628099173553719,24.0,2020-21,2021-03-24,22000668,1,0,0.47368421052631576,0.36,0.4090909090909091,-1.6666666666666667,0.5314208766955916,2.0
OPPONENTS, Hawks,1610612737,0,1,0,0,0,1,0,7,1,5,240,0,41,85,0.482,7,25,0.28,19,23,0.826,11,31,49,17,20,5,13,3,108,49.0,108.0,0,0.5576923076923077,-2.0,2020-21,2021-03-24,22000677,0,1,0.55,0.4583333333333333,0.5,-2.0,0.5702099092903691,2.0
Sacramento,Kings,1610612758,1,0,1,0,0,0,0,3,1,5,240,0,40,84,0.476,10,30,0.333,20,22,0.909,12,30,45,21,16,5,16,6,110,45.0,110.0,0,0.5596330275229358,2.0,2020-21,2021-03-24,22000677,1,0,0.45454545454545453,0.4090909090909091,0.4318181818181818,-2.6666666666666665,0.5806795659111613,2.0
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,8,1,5,240,0,41,98,0.418,14,43,0.326,15,18,0.833,17,29,54,25,19,5,12,2,111,54.0,111.0,1,0.559322033898305,-24.0,2020-21,2021-03-24,22000668,0,1,0.5714285714285714,0.6086956521739131,0.5909090909090909,-6.0,0.5898812341107936,1.0
Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,1,8,1,5,240,0,43,95,0.453,10,35,0.286,11,17,0.647,9,35,52,26,10,13,15,8,107,52.0,107.0,0,0.5433070866141733,-9.0,2020-21,2021-03-24,22000674,1,0,0.38095238095238093,0.4782608695652174,0.4318181818181818,0.6666666666666666,0.5573709024076908,2.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,9,1,5,240,0,45,97,0.464,15,34,0.441,11,14,0.786,11,26,46,25,20,7,10,8,116,46.0,116.0,0,0.5785123966942148,5.0,2020-21,2021-03-24,22000667,1,0,0.4,0.5217391304347826,0.46511627906976744,-6.333333333333333,0.5438922679249696,2.0
Sacramento,Kings,1610612758,1,0,1,0,0,0,0,3,1,5,240,0,53,89,0.596,19,38,0.5,16,19,0.842,5,33,41,28,13,6,6,4,141,41.0,141.0,0,0.6864406779661016,22.0,2020-21,2021-03-25,22000682,1,0,0.4782608695652174,0.4090909090909091,0.4444444444444444,12.666666666666666,0.6186099343500043,1.0
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,3,1,5,240,0,45,88,0.511,17,32,0.531,12,12,1.0,7,31,41,24,19,4,12,0,119,41.0,119.0,0,0.5897435897435898,-22.0,2020-21,2021-03-25,22000682,0,1,0.6190476190476191,0.375,0.4888888888888889,-13.333333333333334,0.5217426170816002,2.0
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,4,1,5,240,0,33,82,0.402,8,23,0.348,11,13,0.846,2,37,43,16,14,4,7,6,85,43.0,85.0,0,0.47572815533980584,-13.0,2020-21,2021-03-25,22000680,1,0,0.43478260869565216,0.631578947368421,0.5238095238095238,-16.333333333333332,0.502237020440904,1.0
Miami,Heat,1610612748,0,1,0,1,0,0,0,2,1,5,240,0,47,84,0.56,16,34,0.471,12,13,0.923,5,34,41,34,18,3,11,7,122,41.0,122.0,1,0.6532258064516129,-3.0,2020-21,2021-03-25,22000678,1,0,0.5,0.47619047619047616,0.4888888888888889,-5.333333333333333,0.5765048731355323,2.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,1,7,1,5,240,0,44,92,0.478,20,46,0.435,17,19,0.895,10,30,47,24,14,3,11,7,125,47.0,125.0,0,0.5811965811965812,3.0,2020-21,2021-03-25,22000678,0,1,0.6086956521739131,0.5714285714285714,0.5909090909090909,-13.666666666666666,0.542042217042217,2.0
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,12,1,5,240,0,37,80,0.463,8,26,0.308,20,33,0.606,8,38,58,26,32,8,17,9,102,58.0,102.0,1,0.5478260869565217,-4.0,2020-21,2021-03-25,22000679,0,1,0.36363636363636365,0.3333333333333333,0.3488372093023256,-9.666666666666666,0.5632477933965349,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,2,13,1,5,240,0,34,93,0.366,7,28,0.25,31,42,0.738,18,37,68,14,28,12,15,4,106,68.0,106.0,0,0.46153846153846156,4.0,2020-21,2021-03-25,22000679,1,0,0.6363636363636364,0.391304347826087,0.5111111111111111,7.0,0.5270024960290447,2.0
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,2,7,1,5,240,0,34,89,0.382,13,34,0.382,17,18,0.944,14,43,64,16,13,6,10,5,98,64.0,98.0,0,0.49504950495049505,13.0,2020-21,2021-03-25,22000680,0,1,0.7142857142857143,0.6,0.6521739130434783,18.333333333333332,0.5797470216438428,1.0
Los Angeles,Lakers,1610612747,0,1,0,1,0,0,2,15,1,5,240,0,34,78,0.436,9,26,0.346,24,33,0.727,7,35,57,22,19,10,22,0,101,57.0,101.0,0,0.48695652173913045,-8.0,2020-21,2021-03-25,22000681,1,0,0.5833333333333334,0.6666666666666666,0.6222222222222222,-14.0,0.5043037330233181,2.0
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,1,5,1,5,240,0,39,80,0.488,17,45,0.378,14,21,0.667,7,32,44,24,26,13,21,9,109,44.0,109.0,0,0.5338983050847458,8.0,2020-21,2021-03-25,22000681,0,1,0.8260869565217391,0.5909090909090909,0.7111111111111111,6.333333333333333,0.5225782828505633,2.0
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,3,1,5,240,0,43,88,0.489,22,47,0.468,14,16,0.875,8,36,47,27,16,10,15,8,122,47.0,122.0,0,0.5737704918032787,8.0,2020-21,2021-03-26,22000685,0,1,0.65,0.36,0.4888888888888889,0.0,0.5813318083619265,2.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,0,13,1,5,240,0,40,85,0.471,18,40,0.45,14,21,0.667,10,36,59,21,18,7,16,9,112,59.0,112.0,0,0.5446428571428571,7.0,2020-21,2021-03-26,22000687,0,1,0.6086956521739131,0.5909090909090909,0.6,2.0,0.5601282976282976,1.0
OPPONENTS, Cavaliers,1610612739,0,1,0,0,0,1,0,10,1,5,240,0,31,80,0.388,5,26,0.192,19,28,0.679,10,27,47,24,19,11,21,4,86,47.0,86.0,0,0.4782608695652174,-14.0,2020-21,2021-03-26,22000693,0,1,0.4782608695652174,0.2727272727272727,0.37777777777777777,-6.333333333333333,0.5334648229225368,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,13,1,5,240,0,38,78,0.487,6,26,0.231,18,25,0.72,9,36,58,23,23,15,23,3,100,58.0,100.0,0,0.5304347826086957,14.0,2020-21,2021-03-26,22000693,1,0,0.6,0.6666666666666666,0.6304347826086957,-3.6666666666666665,0.5129196085717825,1.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,0,8,1,5,240,0,37,84,0.44,13,33,0.394,26,34,0.765,16,33,57,19,27,3,10,4,113,57.0,113.0,1,0.5773195876288659,2.0,2020-21,2021-03-26,22000683,0,1,0.7391304347826086,0.6086956521739131,0.6739130434782609,-8.0,0.553744118758716,2.0
Utah,Jazz,1610612762,1,0,1,0,0,0,0,8,1,5,240,0,45,98,0.459,12,33,0.364,15,18,0.833,14,37,59,25,15,5,7,4,117,59.0,117.0,0,0.603448275862069,3.0,2020-21,2021-03-26,22000691,1,0,0.9,0.625,0.75,19.333333333333332,0.5874840357598978,2.0
Charlotte,Hornets,1610612766,1,0,1,0,0,0,0,8,1,5,240,0,39,79,0.494,18,43,0.419,14,19,0.737,6,36,50,30,16,6,16,7,110,50.0,110.0,0,0.5798319327731093,5.0,2020-21,2021-03-26,22000686,1,0,0.6190476190476191,0.43478260869565216,0.5227272727272727,11.0,0.572768871450413,2.0
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,0,13,1,5,240,0,40,87,0.46,15,43,0.349,10,20,0.5,9,30,52,28,17,9,10,3,105,52.0,105.0,0,0.5862068965517241,-5.0,2020-21,2021-03-26,22000686,0,1,0.5,0.45454545454545453,0.4782608695652174,-6.0,0.5986788255294142,1.0
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,4,1,5,240,0,43,90,0.478,9,36,0.25,9,9,1.0,9,38,51,26,16,4,13,3,104,51.0,104.0,0,0.575,4.0,2020-21,2021-03-26,22000684,0,1,0.6521739130434783,0.7142857142857143,0.6818181818181818,4.333333333333333,0.5851357660181189,2.0
Toronto,Raptors,1610612761,0,1,0,1,0,0,2,13,1,5,240,0,37,90,0.411,12,45,0.267,14,16,0.875,7,31,51,20,17,5,12,4,100,51.0,100.0,0,0.4956521739130435,-4.0,2020-21,2021-03-26,22000684,1,0,0.45,0.36,0.4,0.6666666666666666,0.5397755229019002,2.0
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,4,1,5,240,0,47,93,0.505,14,28,0.5,5,7,0.714,11,25,40,28,16,7,8,7,113,40.0,113.0,0,0.635593220338983,5.0,2020-21,2021-03-26,22000689,0,1,0.5714285714285714,0.625,0.6,-2.6666666666666665,0.6012036354704003,2.0
New Orleans,Pelicans,1610612740,0,1,0,1,0,0,3,12,1,5,240,0,39,78,0.5,12,29,0.414,18,20,0.9,6,31,49,30,11,7,15,7,108,49.0,108.0,0,0.5897435897435898,-5.0,2020-21,2021-03-26,22000689,1,0,0.5416666666666666,0.3,0.4318181818181818,5.666666666666667,0.6008328848232308,3.0
Detroit,Pistons,1610612765,0,1,0,1,0,0,2,15,1,5,240,0,33,73,0.452,11,31,0.355,34,47,0.723,7,29,51,19,30,6,11,4,111,51.0,111.0,0,0.5416666666666666,-2.0,2020-21,2021-03-26,22000683,1,0,0.35,0.20833333333333334,0.2727272727272727,-7.0,0.5390305141959525,2.0
Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,10,1,5,240,0,44,99,0.444,19,47,0.404,7,11,0.636,16,33,59,24,16,7,16,3,114,59.0,114.0,0,0.5528455284552846,-8.0,2020-21,2021-03-26,22000685,1,0,0.75,0.55,0.6590909090909091,7.0,0.5888699554357378,2.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,6,1,5,240,0,44,97,0.454,12,30,0.4,14,18,0.778,12,36,54,27,14,3,7,2,114,54.0,114.0,0,0.5966386554621849,-3.0,2020-21,2021-03-26,22000691,0,1,0.4583333333333333,0.5555555555555556,0.5,4.0,0.5990655767015561,2.0
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,2,13,1,5,240,0,37,87,0.425,17,44,0.386,10,13,0.769,7,40,60,26,20,5,21,9,101,60.0,101.0,1,0.49606299212598426,-6.0,2020-21,2021-03-26,22000688,0,1,0.2727272727272727,0.2727272727272727,0.2727272727272727,-4.333333333333333,0.5345910908332719,2.0
Golden State,Warriors,1610612744,0,1,0,1,0,0,1,5,1,5,240,0,39,79,0.494,12,28,0.429,18,26,0.692,5,28,38,29,22,7,13,4,108,38.0,108.0,0,0.5862068965517241,-16.0,2020-21,2021-03-26,22000692,1,0,0.5909090909090909,0.375,0.4782608695652174,-16.0,0.5646025430508189,1.0
Orlando,Magic,1610612753,0,1,0,1,0,0,0,14,1,5,240,0,42,95,0.442,12,27,0.444,9,17,0.529,11,29,54,29,18,7,12,5,105,54.0,105.0,0,0.568,-7.0,2020-21,2021-03-26,22000687,1,0,0.4,0.25,0.3333333333333333,-5.666666666666667,0.5560254647313471,2.0
OPPONENTS, Hawks,1610612737,1,0,0,0,1,0,0,8,1,5,240,0,46,84,0.548,13,33,0.394,19,24,0.792,8,37,53,31,23,6,10,5,124,53.0,124.0,0,0.6581196581196581,16.0,2020-21,2021-03-26,22000692,0,1,0.55,0.48,0.5111111111111111,1.6666666666666667,0.602801519468186,2.0
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,0,12,1,5,240,0,39,103,0.379,10,38,0.263,19,24,0.792,14,36,62,30,13,12,9,3,107,62.0,107.0,0,0.5390625,6.0,2020-21,2021-03-26,22000688,1,0,0.2727272727272727,0.21739130434782608,0.24444444444444444,-7.666666666666667,0.5344865961784064,2.0
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,2,3,1,5,240,0,38,87,0.437,20,47,0.426,13,18,0.722,13,36,52,26,17,9,12,10,109,52.0,109.0,0,0.5714285714285714,15.0,2020-21,2021-03-26,22000690,0,1,0.4,0.5416666666666666,0.4772727272727273,-2.3333333333333335,0.5637647838604776,2.0
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,13,1,5,240,0,39,95,0.411,8,35,0.229,8,14,0.571,15,36,64,17,18,4,16,4,94,64.0,94.0,0,0.49557522123893805,-15.0,2020-21,2021-03-26,22000690,1,0,0.5238095238095238,0.5454545454545454,0.5348837209302325,15.0,0.5814192970093884,2.0
OPPONENTS, Rockets,1610612745,1,0,0,0,1,0,0,11,1,5,240,0,50,92,0.543,18,39,0.462,11,13,0.846,10,31,52,29,24,7,12,7,129,52.0,129.0,0,0.6422764227642277,22.0,2020-21,2021-03-27,22000696,0,1,0.2727272727272727,0.30434782608695654,0.28888888888888886,-3.0,0.5570165650880146,1.0
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,0,10,1,5,240,0,39,77,0.506,10,26,0.385,24,33,0.727,8,30,48,17,27,5,16,2,112,48.0,112.0,1,0.5490196078431373,-10.0,2020-21,2021-03-27,22000701,0,1,0.8260869565217391,0.5652173913043478,0.6956521739130435,2.6666666666666665,0.5374432258779218,2.0
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,8,1,5,240,0,37,83,0.446,10,31,0.323,19,24,0.792,10,28,46,19,20,2,7,4,103,46.0,103.0,0,0.5656565656565656,-9.0,2020-21,2021-03-27,22000698,0,1,0.5238095238095238,0.5217391304347826,0.5227272727272727,-1.3333333333333333,0.5586619617520531,1.0
Minnesota,Timberwolves,1610612750,0,1,0,1,0,0,2,7,1,5,240,0,36,85,0.424,13,40,0.325,22,28,0.786,10,30,47,26,15,8,13,6,107,47.0,107.0,0,0.543859649122807,-22.0,2020-21,2021-03-27,22000696,1,0,0.2608695652173913,0.21739130434782608,0.2391304347826087,-12.0,0.5391349692478322,1.0
Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,2,7,1,5,240,0,34,83,0.41,11,38,0.289,15,24,0.625,10,40,57,16,12,7,18,4,94,57.0,94.0,0,0.4672897196261682,-17.0,2020-21,2021-03-27,22000699,1,0,0.36363636363636365,0.4782608695652174,0.4222222222222222,-5.666666666666667,0.5226579518068898,3.0
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,4,1,5,240,0,44,96,0.458,12,38,0.316,11,14,0.786,10,42,56,22,19,10,12,4,111,56.0,111.0,0,0.55,17.0,2020-21,2021-03-27,22000699,0,1,0.65,0.38461538461538464,0.5,7.666666666666667,0.5631147540983606,1.0
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,7,1,5,240,0,41,95,0.432,8,34,0.235,14,18,0.778,11,37,55,28,25,6,14,3,104,55.0,104.0,0,0.5476190476190477,-16.0,2020-21,2021-03-27,22000697,0,1,0.36,0.5263157894736842,0.4318181818181818,-16.666666666666668,0.5308498840608932,3.0
Washington,Wizards,1610612764,1,0,1,0,0,0,0,4,1,5,240,0,44,91,0.484,9,21,0.429,9,9,1.0,7,41,52,24,22,7,18,5,106,52.0,106.0,0,0.5396825396825397,14.0,2020-21,2021-03-27,22000694,1,0,0.391304347826087,0.3333333333333333,0.36363636363636365,-2.6666666666666665,0.5467134018621432,2.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,12,1,5,240,0,42,81,0.519,9,26,0.346,19,29,0.655,8,34,54,20,18,2,7,5,112,54.0,112.0,1,0.62,9.0,2020-21,2021-03-27,22000698,1,0,0.56,0.3,0.4444444444444444,7.0,0.6098594334957972,1.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,2,12,1,5,240,0,40,93,0.43,16,44,0.364,6,8,0.75,12,32,56,28,19,9,16,11,102,56.0,102.0,0,0.544,6.0,2020-21,2021-03-27,22000695,0,1,0.6363636363636364,0.4166666666666667,0.5217391304347826,9.333333333333334,0.5416691626957114,2.0
San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,11,1,5,240,0,46,85,0.541,10,25,0.4,18,28,0.643,4,37,52,29,15,9,11,7,120,52.0,120.0,0,0.6198347107438017,16.0,2020-21,2021-03-27,22000697,1,0,0.4583333333333333,0.631578947368421,0.5348837209302325,-10.0,0.5389767958170429,2.0
Sacramento,Kings,1610612758,1,0,1,0,0,0,0,5,1,5,240,0,41,80,0.513,7,30,0.233,11,14,0.786,7,37,49,16,20,4,18,9,100,49.0,100.0,0,0.5327102803738317,2.0,2020-21,2021-03-27,22000702,1,0,0.5,0.4090909090909091,0.45652173913043476,8.666666666666666,0.592927995287623,2.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,9,1,5,240,0,39,97,0.402,9,33,0.273,23,30,0.767,16,31,56,24,14,16,15,2,110,56.0,110.0,0,0.525,-16.0,2020-21,2021-03-27,22000700,0,1,0.4583333333333333,0.5263157894736842,0.4883720930232558,-3.3333333333333335,0.5542074206731874,1.0
Utah,Jazz,1610612762,1,0,1,0,0,0,1,8,1,5,240,0,46,92,0.5,19,45,0.422,15,20,0.75,13,39,60,22,22,8,22,8,126,60.0,126.0,0,0.5528455284552846,16.0,2020-21,2021-03-27,22000700,1,0,0.9047619047619048,0.625,0.7555555555555555,16.333333333333332,0.5706164532909698,1.0
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,7,1,5,240,0,33,85,0.388,10,29,0.345,16,19,0.842,7,36,50,19,18,9,19,5,92,50.0,92.0,0,0.4482758620689655,-14.0,2020-21,2021-03-27,22000694,0,1,0.35,0.2,0.26666666666666666,-7.0,0.5294343948244458,1.0
OPPONENTS, Cavaliers,1610612739,0,1,0,0,0,1,3,12,1,5,240,0,37,84,0.44,9,26,0.346,15,23,0.652,7,29,48,20,13,11,10,2,98,48.0,98.0,0,0.5327102803738317,-2.0,2020-21,2021-03-27,22000702,0,1,0.4782608695652174,0.2608695652173913,0.3695652173913043,-2.3333333333333335,0.5330688146855654,1.0
Milwaukee,Bucks,1610612749,0,1,0,1,0,0,0,8,1,5,240,0,36,87,0.414,14,36,0.389,10,16,0.625,15,33,56,21,11,11,16,7,96,56.0,96.0,0,0.5229357798165137,-6.0,2020-21,2021-03-27,22000695,1,0,0.72,0.55,0.6444444444444445,-4.0,0.5490699599001233,1.0
LA,Clippers,1610612746,1,0,1,0,0,0,0,7,1,5,240,0,45,85,0.529,11,26,0.423,21,27,0.778,9,29,45,26,25,9,12,3,122,45.0,122.0,0,0.6228070175438597,10.0,2020-21,2021-03-27,22000701,1,0,0.7272727272727273,0.6,0.6595744680851063,18.666666666666668,0.5831451566209253,2.0
OPPONENTS, Hawks,1610612737,0,1,0,0,0,1,1,4,1,5,240,0,36,76,0.474,12,34,0.353,18,21,0.857,2,29,35,18,16,7,12,3,102,35.0,102.0,0,0.5192307692307693,-24.0,2020-21,2021-03-28,22000705,0,1,0.55,0.46153846153846156,0.5,-3.3333333333333335,0.5783475783475783,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,5,1,5,240,0,34,82,0.415,11,40,0.275,17,23,0.739,8,44,57,25,17,9,12,5,96,57.0,96.0,0,0.5315315315315315,3.0,2020-21,2021-03-28,22000706,1,0,0.6153846153846154,0.6666666666666666,0.6382978723404256,3.0,0.5163076119597858,2.0
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,1,3,1,5,240,0,34,88,0.386,11,33,0.333,14,17,0.824,10,41,54,19,18,5,11,4,93,54.0,93.0,1,0.49074074074074076,-3.0,2020-21,2021-03-28,22000706,0,1,0.4,0.23809523809523808,0.32608695652173914,-3.0,0.5347317620650954,2.0
Denver,Nuggets,1610612743,1,0,1,0,0,0,0,6,1,5,240,0,50,92,0.543,15,36,0.417,11,16,0.688,15,34,55,32,15,7,10,3,126,55.0,126.0,0,0.6890756302521008,24.0,2020-21,2021-03-28,22000705,1,0,0.5909090909090909,0.625,0.6086956521739131,1.6666666666666667,0.6279969614964629,2.0
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,13,1,5,265,0,34,85,0.4,13,43,0.302,16,23,0.696,16,36,65,16,23,8,21,3,97,65.0,97.0,0,0.4716981132075472,-4.0,2020-21,2021-03-28,22000703,1,0,0.5909090909090909,0.43478260869565216,0.5111111111111111,8.666666666666666,0.5547142195310898,2.0
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,9,1,5,265,0,34,96,0.354,8,40,0.2,25,29,0.862,21,29,59,17,17,15,14,2,101,59.0,101.0,0,0.4811320754716981,4.0,2020-21,2021-03-28,22000703,0,1,0.6521739130434783,0.7272727272727273,0.6888888888888889,2.3333333333333335,0.5382302113434189,2.0
Toronto,Raptors,1610612761,0,1,0,1,0,0,1,9,1,5,240,0,39,87,0.448,14,42,0.333,25,33,0.758,12,33,54,17,20,3,13,6,117,54.0,117.0,0,0.5333333333333333,-5.0,2020-21,2021-03-28,22000704,1,0,0.42857142857142855,0.36,0.391304347826087,5.0,0.5523615602666986,2.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,0,10,1,5,240,0,46,97,0.474,10,34,0.294,20,24,0.833,13,34,57,24,25,7,8,11,122,57.0,122.0,0,0.603448275862069,5.0,2020-21,2021-03-28,22000704,0,1,0.6086956521739131,0.6086956521739131,0.6086956521739131,5.0,0.5764292380671691,2.0
