CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
Minnesota,Timberwolves,1610612750,1,0,1,0,0,0,1,7,1,5,240,0,38,88,0.432,11,41,0.268,24,28,0.857,12,36,55,25,16,6,12,5,111,55.0,111.0,0,0.5575221238938053,10.0,2020-21,2020-12-23,22000018,1,0,1.0,,1.0,10.0,0.5575221238938053,
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,0,9,1,5,240,0,45,90,0.5,16,44,0.364,8,15,0.533,8,24,41,29,17,10,15,4,114,41.0,114.0,0,0.5873015873015873,-7.0,2020-21,2020-12-23,22000010,0,1,,0.0,0.0,-7.0,0.5873015873015873,
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,3,8,1,5,240,0,45,93,0.484,8,35,0.229,3,8,0.375,7,37,52,29,20,5,15,2,101,52.0,101.0,0,0.5692307692307692,-10.0,2020-21,2020-12-23,22000018,0,1,,0.0,0.0,-10.0,0.5692307692307692,
OPPONENTS, Hawks,1610612737,1,0,0,0,1,0,2,4,1,5,240,0,43,80,0.538,14,35,0.4,24,29,0.828,8,38,50,24,29,6,23,3,124,50.0,124.0,0,0.5630252100840336,20.0,2020-21,2020-12-23,22000015,0,1,,1.0,1.0,20.0,0.5630252100840336,
Orlando,Magic,1610612753,1,0,1,0,0,0,1,12,1,5,240,0,42,88,0.477,10,28,0.357,19,30,0.633,11,30,53,23,19,15,18,3,113,53.0,113.0,0,0.5508474576271186,6.0,2020-21,2020-12-23,22000012,1,0,1.0,,1.0,6.0,0.5508474576271186,
OPPONENTS, Heat,1610612748,0,1,0,0,0,1,0,5,1,5,240,0,42,83,0.506,7,20,0.35,16,19,0.842,7,36,48,25,21,11,22,2,107,48.0,107.0,0,0.5447154471544715,-6.0,2020-21,2020-12-23,22000012,0,1,,0.0,0.0,-6.0,0.5447154471544715,
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,1,12,1,5,265,0,45,102,0.441,10,31,0.323,24,31,0.774,18,36,66,27,29,5,15,7,124,66.0,124.0,2,0.5714285714285714,2.0,2020-21,2020-12-23,22000019,0,1,,1.0,1.0,2.0,0.5714285714285714,
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,5,1,5,240,0,43,94,0.457,19,50,0.38,15,19,0.789,12,47,64,24,16,3,11,3,120,64.0,120.0,0,0.5726495726495726,20.0,2020-21,2020-12-23,22000020,0,1,,1.0,1.0,20.0,0.5726495726495726,
Chicago,Bulls,1610612741,0,1,0,1,0,0,2,10,1,5,240,0,36,87,0.414,8,35,0.229,24,28,0.857,8,29,47,20,22,10,17,3,104,47.0,104.0,0,0.4827586206896552,-20.0,2020-21,2020-12-23,22000015,1,0,0.0,,0.0,-20.0,0.4827586206896552,
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,6,1,5,240,0,34,99,0.343,10,45,0.222,21,25,0.84,10,33,49,14,22,5,11,6,99,49.0,99.0,0,0.42105263157894735,-39.0,2020-21,2020-12-25,22000006,0,1,,0.0,0.0,-32.5,0.452834008097166,3.0
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,8,1,5,240,0,50,90,0.556,20,36,0.556,18,26,0.692,11,49,68,25,17,6,18,4,138,68.0,138.0,0,0.6147540983606558,39.0,2020-21,2020-12-25,22000006,1,0,1.0,0.0,0.5,19.0,0.5924647684785735,2.0
Denver,Nuggets,1610612743,0,1,0,1,0,0,0,10,1,5,240,0,37,81,0.457,11,36,0.306,23,31,0.742,10,22,42,25,20,7,13,1,108,42.0,108.0,0,0.5688073394495413,-13.0,2020-21,2020-12-25,22000009,1,0,0.0,,0.0,-7.5,0.5706632117095034,2.0
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,7,1,5,240,0,41,83,0.494,13,32,0.406,20,26,0.769,3,24,34,20,22,13,9,3,115,34.0,115.0,0,0.5596330275229358,-23.0,2020-21,2020-12-25,22000008,0,1,,0.0,0.0,-13.5,0.5251868841318382,2.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,1,8,1,5,240,0,51,91,0.56,19,39,0.487,17,24,0.708,17,36,61,33,23,9,17,4,138,61.0,138.0,0,0.6774193548387096,23.0,2020-21,2020-12-25,22000008,1,0,0.5,,0.5,8.0,0.6018675721561969,3.0
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,3,9,1,5,240,0,41,74,0.554,19,38,0.5,20,24,0.833,9,29,47,32,32,9,21,4,121,47.0,121.0,0,0.6186440677966102,13.0,2020-21,2020-12-25,22000009,0,1,,1.0,1.0,10.0,0.5843220338983051,3.0
OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,11,1,5,240,0,31,78,0.397,10,35,0.286,26,33,0.788,11,30,52,18,20,8,19,2,98,52.0,98.0,1,0.47115384615384615,-13.0,2020-21,2020-12-25,22000005,0,1,,0.5,0.5,0.5,0.5146466905187835,2.0
Miami,Heat,1610612748,1,0,1,0,0,0,0,8,1,5,240,0,38,75,0.507,16,37,0.432,19,23,0.826,4,31,43,29,25,11,17,2,111,43.0,111.0,1,0.5726495726495726,13.0,2020-21,2020-12-25,22000005,1,0,1.0,0.0,0.5,3.5,0.5586825099020221,2.0
Boston,Celtics,1610612738,0,1,0,1,0,0,0,11,1,5,240,0,37,98,0.378,8,27,0.296,13,19,0.684,20,27,58,23,27,6,15,5,95,58.0,95.0,0,0.5172413793103449,-28.0,2020-21,2020-12-25,22000007,1,0,0.5,,0.5,-13.5,0.5520091194072385,2.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,1,6,1,5,240,0,41,76,0.539,15,29,0.517,26,31,0.839,9,34,49,21,22,5,16,10,123,49.0,123.0,0,0.5961538461538461,28.0,2020-21,2020-12-25,22000007,0,1,1.0,1.0,1.0,27.0,0.5663696060037524,3.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,11,1,5,240,0,34,91,0.374,16,39,0.41,22,25,0.88,13,28,52,23,16,7,20,7,106,52.0,106.0,0,0.47107438016528924,-19.0,2020-21,2020-12-26,22000026,1,0,0.0,,0.0,-19.5,0.47691650042747225,3.0
OPPONENTS, Hawks,1610612737,1,0,0,0,1,0,0,8,1,5,240,0,38,89,0.427,13,36,0.361,33,38,0.868,13,41,62,23,20,4,15,5,122,62.0,122.0,0,0.5350877192982456,10.0,2020-21,2020-12-26,22000021,0,1,,1.0,1.0,15.0,0.5490564646911396,3.0
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,0,10,1,5,265,0,45,87,0.517,11,35,0.314,25,32,0.781,10,32,52,27,22,5,16,5,126,52.0,126.0,0,0.6,-2.0,2020-21,2020-12-26,22000029,0,1,,0.0,0.0,-2.0,0.6,
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,0,7,1,5,240,0,52,93,0.559,9,26,0.346,12,19,0.632,9,40,56,34,26,15,16,4,125,56.0,125.0,1,0.6417910447761194,19.0,2020-21,2020-12-26,22000026,0,1,1.0,1.0,1.0,16.5,0.6168955223880597,3.0
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,15,1,5,265,0,47,102,0.461,19,45,0.422,15,23,0.652,11,34,60,27,20,10,14,5,128,60.0,128.0,0,0.5606060606060606,2.0,2020-21,2020-12-26,22000029,1,0,0.5,,0.5,-9.0,0.5411725955204216,3.0
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,0,12,1,5,240,0,41,88,0.466,11,31,0.355,16,22,0.727,12,35,59,20,19,9,12,6,109,59.0,109.0,0,0.5648148148148148,20.0,2020-21,2020-12-26,22000025,0,1,1.0,1.0,1.0,13.0,0.5516381766381766,3.0
New York,Knicks,1610612752,0,1,0,1,0,0,0,8,1,5,240,0,32,83,0.386,8,29,0.276,17,23,0.739,13,30,51,19,23,6,16,4,89,51.0,89.0,0,0.4857142857142857,-20.0,2020-21,2020-12-26,22000025,1,0,0.0,0.0,0.0,-17.0,0.5073199527744983,3.0
Detroit,Pistons,1610612765,0,1,0,1,0,0,2,12,1,5,290,0,40,98,0.408,16,45,0.356,23,32,0.719,10,47,69,24,20,9,24,5,119,69.0,119.0,1,0.47058823529411764,-9.0,2020-21,2020-12-26,22000023,1,0,0.0,0.0,0.0,-9.5,0.5199095022624434,3.0
OPPONENTS, Cavaliers,1610612739,1,0,0,0,1,0,1,9,1,5,290,0,48,99,0.485,13,30,0.433,19,30,0.633,7,44,60,29,24,13,19,4,128,60.0,128.0,1,0.55,9.0,2020-21,2020-12-26,22000023,0,1,1.0,1.0,1.0,8.0,0.5780303030303031,3.0
Utah,Jazz,1610612762,0,1,0,1,0,0,1,18,1,5,240,0,36,94,0.383,10,34,0.294,29,37,0.784,19,38,75,15,20,5,19,4,111,75.0,111.0,0,0.46788990825688076,-5.0,2020-21,2020-12-26,22000028,1,0,0.0,1.0,0.5,7.5,0.5202697404532267,3.0
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,12,1,5,240,0,45,101,0.446,13,29,0.448,13,18,0.722,12,28,52,21,28,9,10,5,116,52.0,116.0,0,0.55,5.0,2020-21,2020-12-26,22000028,0,1,1.0,1.0,1.0,7.5,0.5537610619469027,3.0
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,1,5,1,5,240,0,48,95,0.505,11,31,0.355,23,29,0.793,11,43,59,25,21,8,14,0,130,59.0,130.0,0,0.5934959349593496,10.0,2020-21,2020-12-26,22000024,0,1,1.0,1.0,1.0,8.0,0.5721716962932342,3.0
Washington,Wizards,1610612764,0,1,0,1,0,0,0,13,1,5,240,0,46,95,0.484,13,37,0.351,15,28,0.536,7,36,56,28,25,5,14,3,120,56.0,120.0,0,0.5692307692307692,-10.0,2020-21,2020-12-26,22000024,1,0,0.0,0.0,0.0,-8.0,0.5463341346153846,3.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,0,10,1,5,240,0,41,98,0.418,11,44,0.25,10,13,0.769,10,30,50,25,23,8,11,5,103,50.0,103.0,0,0.532258064516129,-3.0,2020-21,2020-12-26,22000030,0,1,1.0,0.0,0.5,0.5,0.5271909791607194,3.0
Memphis,Grizzlies,1610612763,0,1,0,1,0,0,0,8,1,5,240,0,37,93,0.398,13,43,0.302,25,29,0.862,9,37,54,20,27,5,10,6,112,54.0,112.0,1,0.5,-10.0,2020-21,2020-12-26,22000021,1,0,0.0,,0.0,-11.0,0.546875,3.0
San Antonio,Spurs,1610612759,1,0,1,0,0,0,0,9,1,5,240,0,47,100,0.47,14,34,0.412,11,16,0.688,14,39,62,36,20,4,16,3,119,62.0,119.0,0,0.6014492753623188,5.0,2020-21,2020-12-26,22000027,1,0,1.0,1.0,1.0,8.5,0.602311939268461,3.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,1,6,1,5,240,0,44,96,0.458,15,41,0.366,11,15,0.733,10,36,52,32,23,8,12,9,114,52.0,114.0,0,0.5846153846153846,-5.0,2020-21,2020-12-26,22000027,0,1,0.0,0.0,0.0,-9.5,0.5403697078115683,3.0
Sacramento,Kings,1610612758,1,0,1,0,0,0,0,11,1,5,240,0,39,86,0.453,5,23,0.217,23,33,0.697,15,41,67,20,22,4,18,9,106,67.0,106.0,0,0.5412844036697247,3.0,2020-21,2020-12-26,22000030,1,0,1.0,1.0,1.0,2.5,0.556356487549148,3.0
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,1,8,1,5,240,0,40,88,0.455,10,36,0.278,19,24,0.792,9,45,62,25,21,10,17,7,109,62.0,109.0,0,0.5371900826446281,2.0,2020-21,2020-12-26,22000022,0,1,,1.0,1.0,2.0,0.5371900826446281,
Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,12,1,5,240,0,37,93,0.398,13,32,0.406,20,32,0.625,13,34,59,27,22,11,13,8,107,59.0,107.0,0,0.5333333333333333,-2.0,2020-21,2020-12-26,22000022,1,0,0.0,0.0,0.0,-4.5,0.5603174603174603,3.0
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,3,1,5,240,0,37,85,0.435,9,25,0.36,37,38,0.974,11,34,48,19,14,6,10,3,120,48.0,120.0,0,0.5436893203883495,7.0,2020-21,2020-12-27,22000033,0,1,1.0,1.0,1.0,7.666666666666667,0.5626775709916059,1.0
Washington,Wizards,1610612764,0,1,0,1,0,0,0,6,1,5,240,0,47,97,0.485,8,32,0.25,11,13,0.846,13,34,53,27,26,6,13,4,113,53.0,113.0,0,0.5967741935483871,-7.0,2020-21,2020-12-27,22000033,1,0,0.0,0.0,0.0,-7.666666666666667,0.5631474875930521,1.0
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,1,10,1,5,240,0,33,79,0.418,12,37,0.324,16,22,0.727,8,31,49,24,19,9,22,5,94,49.0,94.0,0,0.48717948717948717,-24.0,2020-21,2020-12-27,22000035,0,1,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5301519468186134,1.0
Cleveland,Cavaliers,1610612739,1,0,1,0,0,0,0,4,1,5,240,0,48,91,0.527,9,23,0.391,13,16,0.813,11,34,49,31,22,13,16,6,118,49.0,118.0,0,0.6220472440944882,24.0,2020-21,2020-12-27,22000035,1,0,1.0,1.0,1.0,13.333333333333334,0.5927026167183648,1.0
Charlotte,Hornets,1610612766,1,0,1,0,0,0,3,6,1,5,240,0,43,96,0.448,10,34,0.294,10,17,0.588,13,39,58,35,25,8,15,3,106,58.0,106.0,0,0.5864661654135338,2.0,2020-21,2020-12-27,22000032,1,0,0.5,0.0,0.3333333333333333,-2.3333333333333335,0.5690336953494848,1.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,11,1,5,240,0,35,82,0.427,17,47,0.362,17,25,0.68,6,40,57,23,17,4,19,5,104,57.0,104.0,0,0.4915254237288136,-2.0,2020-21,2020-12-27,22000032,0,1,1.0,0.5,0.6666666666666666,17.333333333333332,0.5414215452454395,2.0
LA,Clippers,1610612746,0,1,0,1,0,0,2,6,1,5,240,0,26,76,0.342,4,33,0.121,17,20,0.85,5,31,42,13,19,2,14,2,73,42.0,73.0,0,0.3979591836734694,-51.0,2020-21,2020-12-27,22000031,1,0,0.0,1.0,0.6666666666666666,-10.333333333333334,0.5222010838233598,2.0
OPPONENTS, Warriors,1610612744,1,0,0,0,1,0,0,7,1,5,240,0,42,104,0.404,18,47,0.383,27,30,0.9,10,31,48,25,23,17,12,4,129,48.0,129.0,0,0.5114503816793893,1.0,2020-21,2020-12-27,22000038,0,1,,0.3333333333333333,0.3333333333333333,-21.333333333333332,0.4723727992912404,2.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,5,1,5,240,0,45,88,0.511,7,26,0.269,11,15,0.733,8,29,42,23,20,11,16,7,108,42.0,108.0,0,0.5714285714285714,1.0,2020-21,2020-12-27,22000037,1,0,1.0,1.0,1.0,11.333333333333334,0.6017398720682302,1.0
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,13,1,5,240,0,44,86,0.512,17,41,0.415,23,31,0.742,7,47,67,27,21,4,24,6,128,67.0,128.0,1,0.5461538461538461,-1.0,2020-21,2020-12-27,22000038,1,0,0.0,,0.0,-13.333333333333334,0.4999956156695968,1.0
OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,10,1,5,240,0,40,79,0.506,9,23,0.391,18,24,0.75,6,34,50,21,17,13,18,7,107,50.0,107.0,0,0.5446428571428571,-1.0,2020-21,2020-12-27,22000037,0,1,0.5,0.0,0.3333333333333333,-9.333333333333334,0.5495536986524447,2.0
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,2,4,1,5,240,0,43,87,0.494,14,41,0.341,24,27,0.889,11,43,58,25,14,10,8,2,124,58.0,124.0,0,0.6238532110091743,51.0,2020-21,2020-12-27,22000031,0,1,,0.3333333333333333,0.3333333333333333,8.0,0.558075659757617,2.0
OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,0,6,1,5,240,0,41,95,0.432,7,38,0.184,21,29,0.724,17,27,50,24,21,7,11,5,110,50.0,110.0,0,0.5752212389380531,-20.0,2020-21,2020-12-27,22000036,0,1,1.0,0.0,0.3333333333333333,6.0,0.5867169252984,2.0
Sacramento,Kings,1610612758,0,1,0,1,0,0,0,10,1,5,240,0,36,76,0.474,10,23,0.435,18,25,0.72,3,36,49,21,23,5,15,4,100,49.0,100.0,0,0.5229357798165137,-16.0,2020-21,2020-12-27,22000039,1,0,0.5,1.0,0.6666666666666666,-3.6666666666666665,0.54521625163827,1.0
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,10,1,5,240,0,50,90,0.556,13,35,0.371,14,18,0.778,5,41,56,32,19,6,17,14,127,56.0,127.0,0,0.6119402985074627,36.0,2020-21,2020-12-27,22000040,1,0,0.6666666666666666,,0.6666666666666666,17.333333333333332,0.6052251476066188,2.0
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,10,1,5,240,0,38,103,0.369,6,35,0.171,9,14,0.643,17,31,58,24,24,11,18,6,91,58.0,91.0,0,0.484375,-36.0,2020-21,2020-12-27,22000040,0,1,1.0,0.5,0.6666666666666666,-7.0,0.5306323746312684,1.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,5,1,5,240,0,36,94,0.383,5,24,0.208,21,29,0.724,13,43,61,15,16,11,8,4,98,61.0,98.0,0,0.49038461538461536,3.0,2020-21,2020-12-27,22000034,1,0,1.0,0.5,0.6666666666666666,1.3333333333333333,0.5065593321407275,2.0
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,9,1,5,240,0,38,89,0.427,11,36,0.306,8,8,1.0,4,43,56,26,23,5,15,10,95,56.0,95.0,0,0.5079365079365079,-3.0,2020-21,2020-12-27,22000034,0,1,1.0,0.5,0.6666666666666666,4.666666666666667,0.57085346215781,1.0
New York,Knicks,1610612752,1,0,1,0,0,0,1,10,1,5,240,0,46,85,0.541,16,27,0.593,22,27,0.815,8,38,56,27,23,5,16,4,130,56.0,130.0,0,0.6083333333333333,20.0,2020-21,2020-12-27,22000036,1,0,0.5,0.0,0.3333333333333333,-4.666666666666667,0.5409910796274432,1.0
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,0,3,1,5,240,0,46,94,0.489,14,35,0.4,10,11,0.909,8,36,47,34,20,6,9,3,116,47.0,116.0,1,0.6201550387596899,16.0,2020-21,2020-12-27,22000039,0,1,1.0,0.5,0.6666666666666666,5.666666666666667,0.5581789990270428,1.0
Brooklyn,Nets,1610612751,0,1,0,1,0,0,0,7,1,5,265,0,41,100,0.41,14,42,0.333,15,17,0.882,13,37,57,28,20,13,17,6,111,57.0,111.0,0,0.5227272727272727,-5.0,2020-21,2020-12-28,22000042,1,0,0.5,0.5,0.5,7.0,0.5368021808699774,1.0
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,0,11,1,5,265,0,42,98,0.429,10,29,0.345,22,29,0.759,16,40,67,20,17,10,19,4,116,67.0,116.0,0,0.512396694214876,5.0,2020-21,2020-12-28,22000042,0,1,0.0,1.0,0.3333333333333333,-5.666666666666667,0.5353822314049587,2.0
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,1,8,1,5,240,0,39,86,0.453,16,39,0.41,17,23,0.739,5,33,46,25,25,8,16,3,111,46.0,111.0,0,0.5245901639344263,-13.0,2020-21,2020-12-28,22000044,0,1,,0.0,0.0,-7.5,0.5622950819672131,2.0
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,3,1,5,240,0,43,98,0.439,13,41,0.317,21,24,0.875,17,31,51,24,25,7,8,4,120,51.0,120.0,0,0.5929203539823009,-8.0,2020-21,2020-12-28,22000041,0,1,0.0,0.0,0.0,-9.0,0.5442464528357293,2.0
Atlanta,Hawks,1610612737,1,0,1,0,0,0,0,8,1,5,240,0,40,82,0.488,20,42,0.476,28,32,0.875,8,37,53,30,22,5,13,7,128,53.0,128.0,0,0.5982905982905983,8.0,2020-21,2020-12-28,22000041,1,0,1.0,1.0,1.0,12.666666666666666,0.5654678425576258,2.0
Denver,Nuggets,1610612743,1,0,1,0,0,0,2,10,1,5,240,0,46,87,0.529,14,31,0.452,18,32,0.563,11,41,62,31,18,8,16,7,124,62.0,124.0,0,0.6260162601626016,13.0,2020-21,2020-12-28,22000044,1,0,0.3333333333333333,,0.3333333333333333,-0.6666666666666666,0.5891142278605361,3.0
Oklahoma City,Thunder,1610612760,0,1,0,1,0,0,2,12,1,5,240,0,40,86,0.465,15,38,0.395,14,19,0.737,7,30,49,21,16,9,17,5,109,49.0,109.0,0,0.5213675213675214,-1.0,2020-21,2020-12-28,22000043,1,0,0.0,1.0,0.5,0.5,0.5292788020060748,2.0
