MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
05/16/2021 Rockets at Hawks,0022001066,2020-21,2021-05-16, Hawks,1610612737, Rockets,1610612745
05/13/2021 Magic at Hawks,0022001049,2020-21,2021-05-13, Hawks,1610612737, Magic,1610612753
05/12/2021 Wizards at Hawks,0022001042,2020-21,2021-05-12, Hawks,1610612737, Wizards,1610612764
05/10/2021 Wizards at Hawks,0022001026,2020-21,2021-05-10, Hawks,1610612737, Wizards,1610612764
05/06/2021 Hawks at Pacers,0022001000,2020-21,2021-05-06, Pacers,1610612754, Hawks,1610612737
05/05/2021 Suns at Hawks,0022000992,2020-21,2021-05-05, Hawks,1610612737, Suns,1610612756
05/03/2021 Trail Blazers at Hawks,0022000978,2020-21,2021-05-03, Hawks,1610612737, Trail Blazers,1610612757
05/01/2021 Bulls at Hawks,0022000959,2020-21,2021-05-01, Hawks,1610612737, Bulls,1610612741
04/30/2021 Hawks at 76ers,0022000949,2020-21,2021-04-30, 76ers,1610612755, Hawks,1610612737
04/28/2021 Hawks at 76ers,0022000934,2020-21,2021-04-28, 76ers,1610612755, Hawks,1610612737
04/26/2021 Hawks at Pistons,0022000916,2020-21,2021-04-26, Pistons,1610612765, Hawks,1610612737
04/25/2021 Bucks at Hawks,0022000913,2020-21,2021-04-25, Hawks,1610612737, Bucks,1610612749
04/23/2021 Heat at Hawks,0022000898,2020-21,2021-04-23, Hawks,1610612737, Heat,1610612748
04/21/2021 Hawks at Knicks,0022000886,2020-21,2021-04-21, Knicks,1610612752, Hawks,1610612737
04/20/2021 Magic at Hawks,0022000876,2020-21,2021-04-20, Hawks,1610612737, Magic,1610612753
04/18/2021 Pacers at Hawks,0022000861,2020-21,2021-04-18, Hawks,1610612737, Pacers,1610612754
04/15/2021 Bucks at Hawks,0022000840,2020-21,2021-04-15, Hawks,1610612737, Bucks,1610612749
04/13/2021 Hawks at Raptors,0022000824,2020-21,2021-04-13, Raptors,1610612761, Hawks,1610612737
04/11/2021 Hawks at Hornets,0022000805,2020-21,2021-04-11, Hornets,1610612766, Hawks,1610612737
04/09/2021 Bulls at Hawks,0022000791,2020-21,2021-04-09, Hawks,1610612737, Bulls,1610612741
04/07/2021 Grizzlies at Hawks,0022000780,2020-21,2021-04-07, Hawks,1610612737, Grizzlies,1610612763
04/06/2021 Pelicans at Hawks,0022000770,2020-21,2021-04-06, Hawks,1610612737, Pelicans,1610612740
04/04/2021 Warriors at Hawks,0022000759,2020-21,2021-04-04, Hawks,1610612737, Warriors,1610612744
04/02/2021 Hawks at Pelicans,0022000742,2020-21,2021-04-02, Pelicans,1610612740, Hawks,1610612737
04/01/2021 Hawks at Spurs,0022000735,2020-21,2021-04-01, Spurs,1610612759, Hawks,1610612737
03/30/2021 Hawks at Suns,0022000171,2020-21,2021-03-30, Suns,1610612756, Hawks,1610612737
03/28/2021 Hawks at Nuggets,0022000705,2020-21,2021-03-28, Nuggets,1610612743, Hawks,1610612737
03/26/2021 Hawks at Warriors,0022000692,2020-21,2021-03-26, Warriors,1610612744, Hawks,1610612737
03/24/2021 Hawks at Kings,0022000677,2020-21,2021-03-24, Kings,1610612758, Hawks,1610612737
03/22/2021 Hawks at Clippers,0022000660,2020-21,2021-03-22, Clippers,1610612746, Hawks,1610612737
03/20/2021 Hawks at Lakers,0022000640,2020-21,2021-03-20, Lakers,1610612747, Hawks,1610612737
03/18/2021 Thunder at Hawks,0022000626,2020-21,2021-03-18, Hawks,1610612737, Thunder,1610612760
03/16/2021 Hawks at Rockets,0022000613,2020-21,2021-03-16, Rockets,1610612745, Hawks,1610612737
03/14/2021 Cavaliers at Hawks,0022000597,2020-21,2021-03-14, Hawks,1610612737, Cavaliers,1610612739
03/13/2021 Kings at Hawks,0022000590,2020-21,2021-03-13, Hawks,1610612737, Kings,1610612758
03/11/2021 Hawks at Raptors,0022000570,2020-21,2021-03-11, Raptors,1610612761, Hawks,1610612737
03/03/2021 Hawks at Magic,0022000544,2020-21,2021-03-03, Magic,1610612753, Hawks,1610612737
03/02/2021 Hawks at Heat,0022000538,2020-21,2021-03-02, Heat,1610612748, Hawks,1610612737
02/28/2021 Hawks at Heat,0022000522,2020-21,2021-02-28, Heat,1610612748, Hawks,1610612737
02/26/2021 Hawks at Thunder,0022000510,2020-21,2021-02-26, Thunder,1610612760, Hawks,1610612737
02/24/2021 Celtics at Hawks,0022000490,2020-21,2021-02-24, Hawks,1610612737, Celtics,1610612738
02/23/2021 Hawks at Cavaliers,0022000480,2020-21,2021-02-23, Cavaliers,1610612739, Hawks,1610612737
02/21/2021 Nuggets at Hawks,0022000470,2020-21,2021-02-21, Hawks,1610612737, Nuggets,1610612743
02/19/2021 Hawks at Celtics,0022000451,2020-21,2021-02-19, Celtics,1610612738, Hawks,1610612737
02/17/2021 Hawks at Celtics,0022000438,2020-21,2021-02-17, Celtics,1610612738, Hawks,1610612737
02/15/2021 Hawks at Knicks,0022000422,2020-21,2021-02-15, Knicks,1610612752, Hawks,1610612737
02/13/2021 Pacers at Hawks,0022000407,2020-21,2021-02-13, Hawks,1610612737, Pacers,1610612754
02/12/2021 Spurs at Hawks,0022000397,2020-21,2021-02-12, Hawks,1610612737, Spurs,1610612759
02/10/2021 Hawks at Mavericks,0022000384,2020-21,2021-02-10, Mavericks,1610612742, Hawks,1610612737
02/06/2021 Raptors at Hawks,0022000356,2020-21,2021-02-06, Hawks,1610612737, Raptors,1610612761
02/04/2021 Jazz at Hawks,0022000338,2020-21,2021-02-04, Hawks,1610612737, Jazz,1610612762
02/03/2021 Mavericks at Hawks,0022000330,2020-21,2021-02-03, Hawks,1610612737, Mavericks,1610612742
02/01/2021 Lakers at Hawks,0022000313,2020-21,2021-02-01, Hawks,1610612737, Lakers,1610612747
01/29/2021 Hawks at Wizards,0022000290,2020-21,2021-01-29, Wizards,1610612764, Hawks,1610612737
01/27/2021 Nets at Hawks,0022000274,2020-21,2021-01-27, Hawks,1610612737, Nets,1610612751
01/26/2021 Clippers at Hawks,0022000268,2020-21,2021-01-26, Hawks,1610612737, Clippers,1610612746
01/24/2021 Hawks at Bucks,0022000254,2020-21,2021-01-24, Bucks,1610612749, Hawks,1610612737
01/22/2021 Hawks at Timberwolves,0022000236,2020-21,2021-01-22, Timberwolves,1610612750, Hawks,1610612737
01/20/2021 Pistons at Hawks,0022000219,2020-21,2021-01-20, Hawks,1610612737, Pistons,1610612765
01/18/2021 Timberwolves at Hawks,0022000205,2020-21,2021-01-18, Hawks,1610612737, Timberwolves,1610612750
01/16/2021 Hawks at Trail Blazers,0022000195,2020-21,2021-01-16, Trail Blazers,1610612757, Hawks,1610612737
01/15/2021 Hawks at Jazz,0022000186,2020-21,2021-01-15, Jazz,1610612762, Hawks,1610612737
01/11/2021 76ers at Hawks,0022000153,2020-21,2021-01-11, Hawks,1610612737, 76ers,1610612755
01/09/2021 Hawks at Hornets,0022000134,2020-21,2021-01-09, Hornets,1610612766, Hawks,1610612737
01/06/2021 Hornets at Hawks,0022000110,2020-21,2021-01-06, Hawks,1610612737, Hornets,1610612766
01/04/2021 Knicks at Hawks,0022000095,2020-21,2021-01-04, Hawks,1610612737, Knicks,1610612752
01/02/2021 Cavaliers at Hawks,0022000083,2020-21,2021-01-02, Hawks,1610612737, Cavaliers,1610612739
01/01/2021 Hawks at Nets,0022000072,2020-21,2021-01-01, Nets,1610612751, Hawks,1610612737
12/30/2020 Hawks at Nets,0022000057,2020-21,2020-12-30, Nets,1610612751, Hawks,1610612737
12/28/2020 Pistons at Hawks,0022000041,2020-21,2020-12-28, Hawks,1610612737, Pistons,1610612765
12/26/2020 Hawks at Grizzlies,0022000021,2020-21,2020-12-26, Grizzlies,1610612763, Hawks,1610612737
12/23/2020 Hawks at Bulls,0022000015,2020-21,2020-12-23, Bulls,1610612741, Hawks,1610612737
05/16/2021 Celtics at Knicks,0022001073,2020-21,2021-05-16, Knicks,1610612752, Celtics,1610612738
05/15/2021 Celtics at Timberwolves,0022001063,2020-21,2021-05-15, Timberwolves,1610612750, Celtics,1610612738
05/12/2021 Celtics at Cavaliers,0022001044,2020-21,2021-05-12, Cavaliers,1610612739, Celtics,1610612738
05/11/2021 Heat at Celtics,0022001032,2020-21,2021-05-11, Celtics,1610612738, Heat,1610612748
05/09/2021 Heat at Celtics,0022000145,2020-21,2021-05-09, Celtics,1610612738, Heat,1610612748
05/07/2021 Celtics at Bulls,0022000160,2020-21,2021-05-07, Bulls,1610612741, Celtics,1610612738
05/05/2021 Celtics at Magic,0022000990,2020-21,2021-05-05, Magic,1610612753, Celtics,1610612738
05/02/2021 Trail Blazers at Celtics,0022000968,2020-21,2021-05-02, Celtics,1610612738, Trail Blazers,1610612757
04/30/2021 Spurs at Celtics,0022000950,2020-21,2021-04-30, Celtics,1610612738, Spurs,1610612759
04/28/2021 Hornets at Celtics,0022000936,2020-21,2021-04-28, Celtics,1610612738, Hornets,1610612766
04/27/2021 Thunder at Celtics,0022000927,2020-21,2021-04-27, Celtics,1610612738, Thunder,1610612760
04/25/2021 Celtics at Hornets,0022000911,2020-21,2021-04-25, Hornets,1610612766, Celtics,1610612738
04/23/2021 Celtics at Nets,0022000899,2020-21,2021-04-23, Nets,1610612751, Celtics,1610612738
04/22/2021 Suns at Celtics,0022000892,2020-21,2021-04-22, Celtics,1610612738, Suns,1610612756
04/19/2021 Bulls at Celtics,0022000869,2020-21,2021-04-19, Celtics,1610612738, Bulls,1610612741
04/17/2021 Warriors at Celtics,0022000858,2020-21,2021-04-17, Celtics,1610612738, Warriors,1610612744
04/15/2021 Celtics at Lakers,0022000842,2020-21,2021-04-15, Lakers,1610612747, Celtics,1610612738
04/13/2021 Celtics at Trail Blazers,0022000828,2020-21,2021-04-13, Trail Blazers,1610612757, Celtics,1610612738
04/11/2021 Celtics at Nuggets,0022000806,2020-21,2021-04-11, Nuggets,1610612743, Celtics,1610612738
04/09/2021 Timberwolves at Celtics,0022000792,2020-21,2021-04-09, Celtics,1610612738, Timberwolves,1610612750
04/07/2021 Knicks at Celtics,0022000778,2020-21,2021-04-07, Celtics,1610612738, Knicks,1610612752
04/06/2021 76ers at Celtics,0022000771,2020-21,2021-04-06, Celtics,1610612738, 76ers,1610612755
04/04/2021 Hornets at Celtics,0022000757,2020-21,2021-04-04, Celtics,1610612738, Hornets,1610612766
04/02/2021 Rockets at Celtics,0022000738,2020-21,2021-04-02, Celtics,1610612738, Rockets,1610612745
03/31/2021 Mavericks at Celtics,0022000723,2020-21,2021-03-31, Celtics,1610612738, Mavericks,1610612742
03/29/2021 Pelicans at Celtics,0022000708,2020-21,2021-03-29, Celtics,1610612738, Pelicans,1610612740
03/27/2021 Celtics at Thunder,0022000699,2020-21,2021-03-27, Thunder,1610612760, Celtics,1610612738
03/26/2021 Celtics at Bucks,0022000685,2020-21,2021-03-26, Bucks,1610612749, Celtics,1610612738
03/24/2021 Celtics at Bucks,0022000669,2020-21,2021-03-24, Bucks,1610612749, Celtics,1610612738
03/22/2021 Celtics at Grizzlies,0022000658,2020-21,2021-03-22, Grizzlies,1610612763, Celtics,1610612738
03/21/2021 Magic at Celtics,0022000167,2020-21,2021-03-21, Celtics,1610612738, Magic,1610612753
03/19/2021 Kings at Celtics,0022000631,2020-21,2021-03-19, Celtics,1610612738, Kings,1610612758
03/17/2021 Celtics at Cavaliers,0022000620,2020-21,2021-03-17, Cavaliers,1610612739, Celtics,1610612738
03/16/2021 Jazz at Celtics,0022000609,2020-21,2021-03-16, Celtics,1610612738, Jazz,1610612762
03/14/2021 Celtics at Rockets,0022000598,2020-21,2021-03-14, Rockets,1610612745, Celtics,1610612738
03/11/2021 Celtics at Nets,0022000569,2020-21,2021-03-11, Nets,1610612751, Celtics,1610612738
03/04/2021 Raptors at Celtics,0022000552,2020-21,2021-03-04, Celtics,1610612738, Raptors,1610612761
03/02/2021 Clippers at Celtics,0022000537,2020-21,2021-03-02, Celtics,1610612738, Clippers,1610612746
02/28/2021 Wizards at Celtics,0022000524,2020-21,2021-02-28, Celtics,1610612738, Wizards,1610612764
02/26/2021 Pacers at Celtics,0022000505,2020-21,2021-02-26, Celtics,1610612738, Pacers,1610612754
02/23/2021 Celtics at Mavericks,0022000485,2020-21,2021-02-23, Mavericks,1610612742, Celtics,1610612738
02/21/2021 Celtics at Pelicans,0022000465,2020-21,2021-02-21, Pelicans,1610612740, Celtics,1610612738
02/16/2021 Nuggets at Celtics,0022000427,2020-21,2021-02-16, Celtics,1610612738, Nuggets,1610612743
02/14/2021 Celtics at Wizards,0022000560,2020-21,2021-02-14, Wizards,1610612764, Celtics,1610612738
02/12/2021 Pistons at Celtics,0022000412,2020-21,2021-02-12, Celtics,1610612738, Pistons,1610612765
02/11/2021 Raptors at Celtics,0022000398,2020-21,2021-02-11, Celtics,1610612738, Raptors,1610612761
02/09/2021 Celtics at Jazz,0022000379,2020-21,2021-02-09, Jazz,1610612762, Celtics,1610612738
02/07/2021 Celtics at Suns,0022000365,2020-21,2021-02-07, Suns,1610612756, Celtics,1610612738
02/05/2021 Celtics at Clippers,0022000350,2020-21,2021-02-05, Clippers,1610612746, Celtics,1610612738
02/03/2021 Celtics at Kings,0022000336,2020-21,2021-02-03, Kings,1610612758, Celtics,1610612738
02/02/2021 Celtics at Warriors,0022000326,2020-21,2021-02-02, Warriors,1610612744, Celtics,1610612738
01/30/2021 Lakers at Celtics,0022000302,2020-21,2021-01-30, Celtics,1610612738, Lakers,1610612747
01/27/2021 Celtics at Spurs,0022000280,2020-21,2021-01-27, Spurs,1610612759, Celtics,1610612738
01/25/2021 Celtics at Bulls,0022000262,2020-21,2021-01-25, Bulls,1610612741, Celtics,1610612738
01/24/2021 Cavaliers at Celtics,0022000250,2020-21,2021-01-24, Celtics,1610612738, Cavaliers,1610612739
01/22/2021 Celtics at 76ers,0022000233,2020-21,2021-01-22, 76ers,1610612755, Celtics,1610612738
01/20/2021 Celtics at 76ers,0022000218,2020-21,2021-01-20, 76ers,1610612755, Celtics,1610612738
01/17/2021 Knicks at Celtics,0022000196,2020-21,2021-01-17, Celtics,1610612738, Knicks,1610612752
01/15/2021 Magic at Celtics,0022000180,2020-21,2021-01-15, Celtics,1610612738, Magic,1610612753
01/08/2021 Wizards at Celtics,0022000124,2020-21,2021-01-08, Celtics,1610612738, Wizards,1610612764
01/06/2021 Celtics at Heat,0022000111,2020-21,2021-01-06, Heat,1610612748, Celtics,1610612738
01/04/2021 Celtics at Raptors,0022000097,2020-21,2021-01-04, Raptors,1610612761, Celtics,1610612738
01/03/2021 Celtics at Pistons,0022000085,2020-21,2021-01-03, Pistons,1610612765, Celtics,1610612738
01/01/2021 Celtics at Pistons,0022000070,2020-21,2021-01-01, Pistons,1610612765, Celtics,1610612738
12/30/2020 Grizzlies at Celtics,0022000056,2020-21,2020-12-30, Celtics,1610612738, Grizzlies,1610612763
12/29/2020 Celtics at Pacers,0022000048,2020-21,2020-12-29, Pacers,1610612754, Celtics,1610612738
12/27/2020 Celtics at Pacers,0022000037,2020-21,2020-12-27, Pacers,1610612754, Celtics,1610612738
12/25/2020 Nets at Celtics,0022000007,2020-21,2020-12-25, Celtics,1610612738, Nets,1610612751
12/23/2020 Bucks at Celtics,0022000003,2020-21,2020-12-23, Celtics,1610612738, Bucks,1610612749
05/16/2021 Cavaliers at Nets,0022001067,2020-21,2021-05-16, Nets,1610612751, Cavaliers,1610612739
05/14/2021 Cavaliers at Wizards,0022000204,2020-21,2021-05-14, Wizards,1610612764, Cavaliers,1610612739
05/10/2021 Pacers at Cavaliers,0022001027,2020-21,2021-05-10, Cavaliers,1610612739, Pacers,1610612754
05/09/2021 Mavericks at Cavaliers,0022001021,2020-21,2021-05-09, Cavaliers,1610612739, Mavericks,1610612742
05/07/2021 Cavaliers at Mavericks,0022001007,2020-21,2021-05-07, Mavericks,1610612742, Cavaliers,1610612739
05/05/2021 Trail Blazers at Cavaliers,0022000991,2020-21,2021-05-05, Cavaliers,1610612739, Trail Blazers,1610612757
05/04/2021 Suns at Cavaliers,0022000983,2020-21,2021-05-04, Cavaliers,1610612739, Suns,1610612756
05/01/2021 Heat at Cavaliers,0022000960,2020-21,2021-05-01, Cavaliers,1610612739, Heat,1610612748
04/30/2021 Wizards at Cavaliers,0022000951,2020-21,2021-04-30, Cavaliers,1610612739, Wizards,1610612764
04/28/2021 Magic at Cavaliers,0022000933,2020-21,2021-04-28, Cavaliers,1610612739, Magic,1610612753
04/26/2021 Cavaliers at Raptors,0022000921,2020-21,2021-04-26, Raptors,1610612761, Cavaliers,1610612739
04/25/2021 Cavaliers at Wizards,0022000197,2020-21,2021-04-25, Wizards,1610612764, Cavaliers,1610612739
04/23/2021 Cavaliers at Hornets,0022000900,2020-21,2021-04-23, Hornets,1610612766, Cavaliers,1610612739
04/21/2021 Bulls at Cavaliers,0022000881,2020-21,2021-04-21, Cavaliers,1610612739, Bulls,1610612741
04/19/2021 Cavaliers at Pistons,0022000868,2020-21,2021-04-19, Pistons,1610612765, Cavaliers,1610612739
04/17/2021 Cavaliers at Bulls,0022000857,2020-21,2021-04-17, Bulls,1610612741, Cavaliers,1610612739
04/15/2021 Warriors at Cavaliers,0022000841,2020-21,2021-04-15, Cavaliers,1610612739, Warriors,1610612744
04/14/2021 Cavaliers at Hornets,0022000829,2020-21,2021-04-14, Hornets,1610612766, Cavaliers,1610612739
04/11/2021 Pelicans at Cavaliers,0022000807,2020-21,2021-04-11, Cavaliers,1610612739, Pelicans,1610612740
04/10/2021 Raptors at Cavaliers,0022000794,2020-21,2021-04-10, Cavaliers,1610612739, Raptors,1610612761
04/08/2021 Cavaliers at Thunder,0022000785,2020-21,2021-04-08, Thunder,1610612760, Cavaliers,1610612739
04/05/2021 Cavaliers at Spurs,0022000767,2020-21,2021-04-05, Spurs,1610612759, Cavaliers,1610612739
04/03/2021 Cavaliers at Heat,0022000749,2020-21,2021-04-03, Heat,1610612748, Cavaliers,1610612739
04/01/2021 76ers at Cavaliers,0022000731,2020-21,2021-04-01, Cavaliers,1610612739, 76ers,1610612755
03/29/2021 Cavaliers at Jazz,0022000715,2020-21,2021-03-29, Jazz,1610612762, Cavaliers,1610612739
03/27/2021 Cavaliers at Kings,0022000702,2020-21,2021-03-27, Kings,1610612758, Cavaliers,1610612739
03/26/2021 Cavaliers at Lakers,0022000693,2020-21,2021-03-26, Lakers,1610612747, Cavaliers,1610612739
03/24/2021 Cavaliers at Bulls,0022000671,2020-21,2021-03-24, Bulls,1610612741, Cavaliers,1610612739
03/22/2021 Kings at Cavaliers,0022000653,2020-21,2021-03-22, Cavaliers,1610612739, Kings,1610612758
03/21/2021 Raptors at Cavaliers,0022000648,2020-21,2021-03-21, Cavaliers,1610612739, Raptors,1610612761
03/19/2021 Spurs at Cavaliers,0022000435,2020-21,2021-03-19, Cavaliers,1610612739, Spurs,1610612759
03/16/2021 Cavaliers at Heat,0022000610,2020-21,2021-03-16, Heat,1610612748, Cavaliers,1610612739
03/12/2021 Cavaliers at Pelicans,0022000581,2020-21,2021-03-12, Pelicans,1610612740, Cavaliers,1610612739
03/03/2021 Pacers at Cavaliers,0022000543,2020-21,2021-03-03, Cavaliers,1610612739, Pacers,1610612754
03/01/2021 Cavaliers at Rockets,0022000532,2020-21,2021-03-01, Rockets,1610612745, Cavaliers,1610612739
02/27/2021 Cavaliers at 76ers,0022000513,2020-21,2021-02-27, 76ers,1610612755, Cavaliers,1610612739
02/24/2021 Rockets at Cavaliers,0022000491,2020-21,2021-02-24, Cavaliers,1610612739, Rockets,1610612745
02/21/2021 Thunder at Cavaliers,0022000466,2020-21,2021-02-21, Cavaliers,1610612739, Thunder,1610612760
02/19/2021 Nuggets at Cavaliers,0022000563,2020-21,2021-02-19, Cavaliers,1610612739, Nuggets,1610612743
02/15/2021 Cavaliers at Warriors,0022000424,2020-21,2021-02-15, Warriors,1610612744, Cavaliers,1610612739
02/14/2021 Cavaliers at Clippers,0022000419,2020-21,2021-02-14, Clippers,1610612746, Cavaliers,1610612739
02/12/2021 Cavaliers at Trail Blazers,0022000404,2020-21,2021-02-12, Trail Blazers,1610612757, Cavaliers,1610612739
02/10/2021 Cavaliers at Nuggets,0022000388,2020-21,2021-02-10, Nuggets,1610612743, Cavaliers,1610612739
02/08/2021 Cavaliers at Suns,0022000372,2020-21,2021-02-08, Suns,1610612756, Cavaliers,1610612739
02/06/2021 Bucks at Cavaliers,0022000357,2020-21,2021-02-06, Cavaliers,1610612739, Bucks,1610612749
02/05/2021 Bucks at Cavaliers,0022000346,2020-21,2021-02-05, Cavaliers,1610612739, Bucks,1610612749
02/03/2021 Clippers at Cavaliers,0022000328,2020-21,2021-02-03, Cavaliers,1610612739, Clippers,1610612746
02/01/2021 Timberwolves at Cavaliers,0022000312,2020-21,2021-02-01, Cavaliers,1610612739, Timberwolves,1610612750
01/31/2021 Cavaliers at Timberwolves,0022000311,2020-21,2021-01-31, Timberwolves,1610612750, Cavaliers,1610612739
01/29/2021 Cavaliers at Knicks,0022000291,2020-21,2021-01-29, Knicks,1610612752, Cavaliers,1610612739
01/27/2021 Pistons at Cavaliers,0022000272,2020-21,2021-01-27, Cavaliers,1610612739, Pistons,1610612765
01/25/2021 Lakers at Cavaliers,0022000261,2020-21,2021-01-25, Cavaliers,1610612739, Lakers,1610612747
01/22/2021 Nets at Cavaliers,0022000232,2020-21,2021-01-22, Cavaliers,1610612739, Nets,1610612751
01/20/2021 Nets at Cavaliers,0022000216,2020-21,2021-01-20, Cavaliers,1610612739, Nets,1610612751
01/15/2021 Knicks at Cavaliers,0022000181,2020-21,2021-01-15, Cavaliers,1610612739, Knicks,1610612752
01/12/2021 Jazz at Cavaliers,0022000159,2020-21,2021-01-12, Cavaliers,1610612739, Jazz,1610612762
01/11/2021 Grizzlies at Cavaliers,0022000150,2020-21,2021-01-11, Cavaliers,1610612739, Grizzlies,1610612763
01/09/2021 Cavaliers at Bucks,0022000137,2020-21,2021-01-09, Bucks,1610612749, Cavaliers,1610612739
01/07/2021 Cavaliers at Grizzlies,0022000119,2020-21,2021-01-07, Grizzlies,1610612763, Cavaliers,1610612739
01/06/2021 Cavaliers at Magic,0022000108,2020-21,2021-01-06, Magic,1610612753, Cavaliers,1610612739
01/04/2021 Cavaliers at Magic,0022000093,2020-21,2021-01-04, Magic,1610612753, Cavaliers,1610612739
12/31/2020 Cavaliers at Pacers,0022000062,2020-21,2020-12-31, Pacers,1610612754, Cavaliers,1610612739
12/29/2020 Knicks at Cavaliers,0022000046,2020-21,2020-12-29, Cavaliers,1610612739, Knicks,1610612752
12/27/2020 76ers at Cavaliers,0022000035,2020-21,2020-12-27, Cavaliers,1610612739, 76ers,1610612755
12/26/2020 Cavaliers at Pistons,0022000023,2020-21,2020-12-26, Pistons,1610612765, Cavaliers,1610612739
12/23/2020 Hornets at Cavaliers,0022000010,2020-21,2020-12-23, Cavaliers,1610612739, Hornets,1610612766
05/16/2021 Lakers at Pelicans,0022001072,2020-21,2021-05-16, Pelicans,1610612740, Lakers,1610612747
05/14/2021 Pelicans at Warriors,0022001059,2020-21,2021-05-14, Warriors,1610612744, Pelicans,1610612740
05/12/2021 Pelicans at Mavericks,0022000154,2020-21,2021-05-12, Mavericks,1610612742, Pelicans,1610612740
05/10/2021 Pelicans at Grizzlies,0022001028,2020-21,2021-05-10, Grizzlies,1610612763, Pelicans,1610612740
05/09/2021 Pelicans at Hornets,0022001020,2020-21,2021-05-09, Hornets,1610612766, Pelicans,1610612740
05/07/2021 Pelicans at 76ers,0022001003,2020-21,2021-05-07, 76ers,1610612755, Pelicans,1610612740
05/04/2021 Warriors at Pelicans,0022000987,2020-21,2021-05-04, Pelicans,1610612740, Warriors,1610612744
05/03/2021 Warriors at Pelicans,0022000977,2020-21,2021-05-03, Pelicans,1610612740, Warriors,1610612744
05/01/2021 Pelicans at Timberwolves,0022000962,2020-21,2021-05-01, Timberwolves,1610612750, Pelicans,1610612740
04/29/2021 Pelicans at Thunder,0022000947,2020-21,2021-04-29, Thunder,1610612760, Pelicans,1610612740
04/28/2021 Pelicans at Nuggets,0022000940,2020-21,2021-04-28, Nuggets,1610612743, Pelicans,1610612740
04/26/2021 Clippers at Pelicans,0022000924,2020-21,2021-04-26, Pelicans,1610612740, Clippers,1610612746
04/24/2021 Spurs at Pelicans,0022000264,2020-21,2021-04-24, Pelicans,1610612740, Spurs,1610612759
04/22/2021 Pelicans at Magic,0022000893,2020-21,2021-04-22, Magic,1610612753, Pelicans,1610612740
04/20/2021 Nets at Pelicans,0022000878,2020-21,2021-04-20, Pelicans,1610612740, Nets,1610612751
04/18/2021 Pelicans at Knicks,0022000862,2020-21,2021-04-18, Knicks,1610612752, Pelicans,1610612740
04/16/2021 Pelicans at Wizards,0022000847,2020-21,2021-04-16, Wizards,1610612764, Pelicans,1610612740
04/14/2021 Knicks at Pelicans,0022000835,2020-21,2021-04-14, Pelicans,1610612740, Knicks,1610612752
04/12/2021 Kings at Pelicans,0022000819,2020-21,2021-04-12, Pelicans,1610612740, Kings,1610612758
04/09/2021 76ers at Pelicans,0022000795,2020-21,2021-04-09, Pelicans,1610612740, 76ers,1610612755
04/07/2021 Pelicans at Nets,0022000779,2020-21,2021-04-07, Nets,1610612751, Pelicans,1610612740
04/04/2021 Pelicans at Rockets,0022000760,2020-21,2021-04-04, Rockets,1610612745, Pelicans,1610612740
04/01/2021 Magic at Pelicans,0022000734,2020-21,2021-04-01, Pelicans,1610612740, Magic,1610612753
03/27/2021 Mavericks at Pelicans,0022000698,2020-21,2021-03-27, Pelicans,1610612740, Mavericks,1610612742
03/26/2021 Nuggets at Pelicans,0022000689,2020-21,2021-03-26, Pelicans,1610612740, Nuggets,1610612743
03/23/2021 Lakers at Pelicans,0022000663,2020-21,2021-03-23, Pelicans,1610612740, Lakers,1610612747
03/21/2021 Pelicans at Nuggets,0022000646,2020-21,2021-03-21, Nuggets,1610612743, Pelicans,1610612740
03/18/2021 Pelicans at Trail Blazers,0022000629,2020-21,2021-03-18, Trail Blazers,1610612757, Pelicans,1610612740
03/16/2021 Pelicans at Trail Blazers,0022000614,2020-21,2021-03-16, Trail Blazers,1610612757, Pelicans,1610612740
03/14/2021 Clippers at Pelicans,0022000601,2020-21,2021-03-14, Pelicans,1610612740, Clippers,1610612746
03/11/2021 Timberwolves at Pelicans,0022000574,2020-21,2021-03-11, Pelicans,1610612740, Timberwolves,1610612750
03/04/2021 Heat at Pelicans,0022000557,2020-21,2021-03-04, Pelicans,1610612740, Heat,1610612748
03/03/2021 Bulls at Pelicans,0022000548,2020-21,2021-03-03, Pelicans,1610612740, Bulls,1610612741
03/01/2021 Jazz at Pelicans,0022000533,2020-21,2021-03-01, Pelicans,1610612740, Jazz,1610612762
02/27/2021 Pelicans at Spurs,0022000514,2020-21,2021-02-27, Spurs,1610612759, Pelicans,1610612740
02/25/2021 Pelicans at Bucks,0022000503,2020-21,2021-02-25, Bucks,1610612749, Pelicans,1610612740
02/24/2021 Pistons at Pelicans,0022000494,2020-21,2021-02-24, Pelicans,1610612740, Pistons,1610612765
02/19/2021 Suns at Pelicans,0022000455,2020-21,2021-02-19, Pelicans,1610612740, Suns,1610612756
02/17/2021 Trail Blazers at Pelicans,0022000441,2020-21,2021-02-17, Pelicans,1610612740, Trail Blazers,1610612757
02/16/2021 Pelicans at Grizzlies,0022000429,2020-21,2021-02-16, Grizzlies,1610612763, Pelicans,1610612740
02/14/2021 Pelicans at Pistons,0022000561,2020-21,2021-02-14, Pistons,1610612765, Pelicans,1610612740
02/12/2021 Pelicans at Mavericks,0022000399,2020-21,2021-02-12, Mavericks,1610612742, Pelicans,1610612740
